"NAME","Total","White","Black","Asian","Hispanic","Other","p_White","p_Black","p_Asian","p_Hispanic","p_Other","entropy5","entropy4","entropy_rice","gini_simpson","FIPS"
"Knoxville-Sevierville-La Follette, TN CSA",1055086,933840,50689,11895,39322,19340,0.885084249056475,0.04804252923458372,0.011273962501634939,0.03726899987299614,0.01833025933431019,0.31089022093476004,0.30045992572265967,0.30805297135782483,0.21246570846759527,"314"
"Kokomo-Peru, IN CSA",135591,120753,7262,929,3455,3192,0.8905679580503131,0.05355812701432986,0.006851487193102787,0.025481042252066877,0.023541385490187403,0.29568550691931056,0.2691732667350574,0.27961660365058955,0.20276981590300625,"316"
"Lafayette-Acadiana, LA CSA",550134,368190,149543,7030,15729,9642,0.6692733043222197,0.27183013593051875,0.012778704824642724,0.028591215958293798,0.017526638964325054,0.5287934669209952,0.560067050229187,0.5627823089202859,0.4768936853212583,"318"
"Lafayette-Frankfort, IN CSA",235013,194690,6947,10779,18484,4113,0.8284222574921387,0.029560066889916727,0.04586554786330969,0.0786509682443099,0.01750115951032496,0.4176460703523023,0.428791184876712,0.4338001388384982,0.3042468518663175,"320"
"Lake Charles-Jennings, LA CSA",231201,165003,53059,2120,5637,5382,0.7136777090064489,0.22949295202010372,0.009169510512497783,0.024381382433466985,0.02327844602748258,0.4968396333149479,0.5089238654826461,0.5136717795439193,0.43677669485854465,"324"
"Lansing-East Lansing-Owosso, MI CSA",534684,430482,40403,17646,30269,15884,0.8051147967771618,0.07556425851530998,0.033002670736360165,0.05661100762319426,0.029707266347973757,0.4655606193551925,0.4576333352737315,0.46514606076739723,0.3409037027117855,"330"
"Las Vegas-Paradise-Pahrump, NV CSA",1995215,970618,195657,165668,574611,88661,0.48647288638066577,0.09806311600504207,0.0830326556285914,0.2879945269056217,0.04443681508007909,0.7963941066567555,0.8303440457173953,0.8247775997696004,0.6619178561330553,"332"
"Lexington-Fayette--Frankfort--Richmond, KY CSA",687173,567788,60417,12370,32206,14392,0.8262664569184179,0.08792109119537583,0.01800128934052997,0.046867382740590796,0.020943779805085473,0.4151542978090799,0.4173668001320479,0.42357398258027684,0.30659438399910033,"336"
"Lima-Van Wert-Wapakoneta, OH CSA",181024,159684,12869,955,3796,3720,0.8821150786636026,0.07109002121265688,0.005275543574332685,0.020969595191797773,0.020549761357610042,0.3026756833716971,0.28499401127257856,0.2938076076959744,0.2159293489039229,"338"
"Little Rock-North Little Rock-Pine Bluff, AR CSA",877091,604775,205104,11237,38270,17705,0.6895236640211792,0.23384574690653534,0.012811669484694291,0.04363287275778682,0.020186046829804433,0.5389432954571867,0.5658746255952081,0.5688650436633308,0.4673978404618353,"340"
"Longview-Marshall, TX CSA",280000,184153,51118,1996,37494,5239,0.6576892857142858,0.1825642857142857,0.0071285714285714286,0.13390714285714286,0.018710714285714285,0.5995787320610173,0.6410136398053398,0.6423896805412802,0.5157830547704081,"346"
"Los Angeles-Long Beach-Riverside, CA CSA",17877006,6004354,1173691,2162146,8028831,507984,0.3358702234591184,0.06565366706259426,0.12094564380635102,0.4491149692515626,0.028415496420373748,0.7837636976810551,0.8406168576104834,0.8369337393253911,0.6657412441963748,"348"
"Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN CSA (part); Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN CSA (part)",1427483,1130787,186250,22069,56460,31917,0.7921544424697177,0.13047440845179942,0.01546007903421617,0.039552134771482395,0.022358935272784333,0.4520135249397971,0.45776256669929843,0.46347437781111606,0.35316446061938545,"350"
"Lubbock-Levelland, TX CSA",307825,174235,20957,5714,102088,4831,0.5660196540242021,0.06808089011613741,0.018562494924063998,0.3316429789653212,0.015693981970275318,0.6277402788825674,0.6812112230658627,0.6817518186573418,0.5644088108744354,"352"
"Lumberton-Laurinburg, NC CSA",170325,52765,46231,1247,11686,58396,0.30979010714809924,0.271428152062234,0.007321297519448114,0.06861001027447526,0.3428504329957434,0.8101109488115741,0.7254810240177785,0.6757693670804332,0.7080494934686494,"354"
"Macon-Warner Robins-Fort Valley, GA CSA",399888,216968,152661,6515,16069,7675,0.5425719201376386,0.38175939262993636,0.016292061777297643,0.04018375145040611,0.019192874004721323,0.6036142659283223,0.6447059890338218,0.6460432419494924,0.5576269460468337,"356"
"Madison-Baraboo, WI CSA",630569,533351,25830,23657,33380,14351,0.8458249612651431,0.04096300325578961,0.0375169093310962,0.052936316247706436,0.02275880990026468,0.3959944785006923,0.39028673428329386,0.3976330343775699,0.2781744317733741,"358"
"Mansfield-Bucyrus, OH CSA",168259,149953,11987,956,2265,3098,0.8912034423121498,0.07124136004611938,0.005681716876957547,0.013461389881076199,0.018412090883697156,0.28069910937658116,0.26453746742792145,0.27282526799727935,0.2001285970148441,"360"
"Midland-Odessa, TX CSA",274002,129128,14271,2643,123931,4029,0.4712666330902694,0.052083561433858144,0.009645914993321217,0.45229961825096165,0.01470427223158955,0.6052579545938456,0.6570587567942612,0.6579257079105801,0.5703108591962422,"372"
"Milwaukee-Racine-Waukesha, WI CSA",1751316,1218523,276991,47669,170049,38084,0.6957756338661898,0.15816163387989374,0.027218959913573565,0.09709783956750238,0.021745932772840537,0.5914041348416077,0.6246146020103484,0.6265463421964301,0.4802394170669302,"376"
"Minneapolis-St. Paul-St. Cloud, MN-WI CSA (part); Minneapolis-St. Paul-St. Cloud, MN-WI CSA (part)",3615902,2882068,246860,192241,189380,105353,0.797053681211493,0.06827065556533335,0.05316543424019788,0.05237420704432808,0.029136021938647675,0.4831185382180118,0.47984380697983214,0.4865710680122706,0.35362601812000705,"378"
"Mobile-Daphne-Fairhope, AL CSA",595257,396104,159238,8847,17928,13140,0.6654335858293141,0.26751134383971964,0.014862487967382156,0.03011808344966964,0.022074498913914494,0.5442928448950596,0.5679746965288426,0.5711832667250006,0.4840205477658458,"380"
"Monroe-Bastrop, LA CSA",204420,121222,75177,1558,3958,2505,0.5930045983758928,0.3677575579688876,0.007621563447803542,0.01936209764210938,0.012254182565306722,0.525176268707298,0.5689875070463775,0.5708001712977593,0.512516780816971,"384"
"Montgomery-Alexander City, AL CSA",427691,228985,173226,5998,13112,6370,0.5353982197427583,0.4050260585329128,0.014024143599000213,0.03065764769424655,0.014893930431082253,0.577770463594376,0.6242077385036963,0.6255741235037139,0.5479442410760629,"388"
"Myrtle Beach-Conway-Georgetown, SC CSA",329449,245407,55881,3043,18550,6568,0.7449013352597822,0.16961957692996488,0.009236634501850059,0.05630613539576687,0.019936317912635948,0.49932296111812224,0.5195117387592179,0.5233912865908817,0.4126980467782523,"396"
"Nashville-Davidson--Murfreesboro--Columbia, TN CSA",1670890,1240988,249925,36456,109276,34245,0.7427107709065228,0.14957597448066598,0.021818312396387554,0.06539987671241075,0.02049506550401283,0.5260204663975506,0.5498545325864401,0.553216746678489,0.4208345082977589,"400"
