"NAME","Total","White","Black","Asian","Hispanic","Other","FIPS"
"Greenville, MS Micro Area",51137,13654,36348,291,529,315,"24740"
"Greenville, NC Metro Area",189510,106076,64715,2628,12256,3835,"24780"
"Greenville, OH Micro Area",52959,51365,233,159,646,556,"24820"
"Greenville-Mauldin-Easley, SC Metro Area",636986,467055,105169,10847,42967,10948,"24860"
"Greenwood, MS Micro Area",42914,14857,26690,202,849,316,"24900"
"Greenwood, SC Micro Area",69661,42709,21728,568,3789,867,"24940"
"Grenada, MS Micro Area",21906,12350,9106,60,197,193,"24980"
"Gulfport-Biloxi, MS Metro Area",248820,177475,47445,5731,11622,6547,"25060"
"Guymon, OK Micro Area",20640,10889,294,318,8659,480,"25100"
"Hagerstown-Martinsburg, MD-WV Metro Area (part); Hagerstown-Martinsburg, MD-WV Metro Area (part)",269140,229076,21166,2952,9248,6698,"25180"
"Hammond, LA Micro Area",121097,77807,36485,714,4260,1831,"25220"
"Hanford-Corcoran, CA Metro Area",152982,53879,10314,5339,77866,5584,"25260"
"Hannibal, MO Micro Area",38948,36030,1507,172,489,750,"25300"
"Harriman, TN Micro Area",54181,50752,1430,274,710,1015,"25340"
"Harrisburg, IL Micro Area",24913,23011,974,100,340,488,"25380"
"Harrisburg-Carlisle, PA Metro Area",549475,442343,53841,15698,25831,11762,"25420"
"Harrison, AR Micro Area",45233,43033,69,175,815,1141,"25460"
"Harrisonburg, VA Metro Area",125228,105031,4127,2159,11741,2170,"25500"
"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,868016,121962,46872,151219,24312,"25540"
"Hastings, NE Micro Area",37906,33688,240,446,3046,486,"25580"
"Hattiesburg, MS Metro Area",142842,95576,40239,1163,3961,1903,"25620"
"Havre, MT Micro Area",16096,11741,47,66,373,3869,"25660"
"Hays, KS Micro Area",28452,26103,232,390,1299,428,"25700"
"Heber, UT Micro Area",23530,19818,49,168,3184,311,"25720"
"Helena, MT Micro Area",74801,69323,219,389,1806,3064,"25740"
"Helena-West Helena, AR Micro Area",21757,7535,13652,64,287,219,"25760"
"Henderson, NC Micro Area",45422,19101,22477,199,3051,594,"25780"
"Hereford, TX Micro Area",19372,5939,158,56,13039,180,"25820"
"Hickory-Lenoir-Morganton, NC Metro Area",365497,302096,24860,9252,23063,6226,"25860"
"Hilo, HI Micro Area",185079,57831,899,39588,21383,65378,"25900"
"Hilton Head Island-Beaufort, SC Micro Area",187010,116542,41965,1991,23319,3193,"25940"
"Hinesville-Fort Stewart, GA Metro Area",77917,35576,29559,1292,7937,3553,"25980"
"Hobbs, NM Micro Area",64727,27845,2399,302,33063,1118,"26020"
"Holland-Grand Haven, MI Metro Area",263801,226156,3551,6576,22761,4757,"26100"
"Homosassa Springs, FL Micro Area",141236,126549,3767,1979,6584,2357,"26140"
"Honolulu, HI Metro Area",953207,181684,17929,410019,77433,266142,"26180"
"Hood River, OR Micro Area",22346,14714,63,305,6589,675,"26220"
"Hope, AR Micro Area",31606,18631,9381,105,2933,556,"26260"
"Hot Springs, AR Metro Area",96024,80621,7552,689,4622,2540,"26300"
"Houghton, MI Micro Area",38784,36416,196,1051,430,691,"26340"
"Houma-Bayou Cane-Thibodaux, LA Metro Area",208178,151869,33725,1834,8068,12682,"26380"
"Houston-Sugar Land-Baytown, TX Metro Area",5946800,2360472,998883,384596,2099412,103437,"26420"
"Hudson, NY Micro Area",63096,55672,2691,998,2454,1281,"26460"
"Humboldt, TN Micro Area",49683,38571,9307,106,1012,687,"26480"
"Huntingdon, PA Micro Area",45913,42197,2369,181,727,439,"26500"
"Huntington, IN Micro Area",37124,35692,155,167,631,479,"26540"
"Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part)",287702,270988,7687,1649,2707,4671,"26580"
"Huntsville, AL Metro Area",417593,286557,89867,9078,19995,12096,"26620"
"Huntsville, TX Micro Area",67861,39671,15098,617,11389,1086,"26660"
"Huron, SD Micro Area",17398,14934,118,632,1337,377,"26700"
"Hutchinson, KS Micro Area",64511,55543,1843,296,5209,1620,"26740"
"Hutchinson, MN Micro Area",36651,34005,184,265,1811,386,"26780"
"Idaho Falls, ID Metro Area",130374,111798,573,944,14553,2506,"26820"
"Indiana, PA Micro Area",88880,83864,2374,768,947,927,"26860"
"Indianapolis-Carmel, IN Metro Area",1756241,1310092,260418,39236,108259,38236,"26900"
"Indianola, MS Micro Area",29450,7410,21362,82,404,192,"26940"
"Iowa City, IA Metro Area",152586,128881,6303,6846,7338,3218,"26980"
"Iron Mountain, MI-WI Micro Area (part); Iron Mountain, MI-WI Micro Area (part)",30591,29556,96,133,307,499,"27020"
"Ithaca, NY Metro Area",101564,81490,3773,8680,4264,3357,"27060"
"Jackson, MI Metro Area",160248,137588,12560,1122,4837,4141,"27100"
"Jackson, MS Metro Area",539057,260512,256133,5621,11391,5400,"27140"
"Jackson, TN Metro Area",115425,71897,37091,948,3649,1840,"27180"
"Jackson, WY-ID Micro Area (part); Jackson, WY-ID Micro Area (part)",31464,25791,44,276,4912,441,"27220"
"Jacksonville, FL Metro Area",1345596,885040,286768,45412,92879,35497,"27260"
"Jacksonville, IL Micro Area",40902,37183,2109,175,755,680,"27300"
"Jacksonville, NC Metro Area",177772,122558,26577,3163,17896,7578,"27340"
"Jacksonville, TX Micro Area",50845,31892,7401,221,10499,832,"27380"
"Jamestown, ND Micro Area",21100,19996,126,99,361,518,"27420"
"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,120463,2763,676,8241,2762,"27460"
"Janesville, WI Metro Area",160331,135526,7766,1603,12124,3312,"27500"
"Jasper, IN Micro Area",54734,51335,147,214,2641,397,"27540"
"Jefferson City, MO Metro Area",149807,131411,11035,1254,3172,2935,"27620"
"Jennings, LA Micro Area",31594,24835,5450,62,538,709,"27660"
"Jesup, GA Micro Area",30099,21749,5928,160,1719,543,"27700"
"Johnson City, TN Metro Area",198716,183099,5505,1671,5217,3224,"27740"
"Johnstown, PA Metro Area",143679,134073,5073,720,2006,1807,"27780"
"Jonesboro, AR Metro Area",121026,98641,14328,1113,4820,2124,"27860"
"Joplin, MO Metro Area",175518,151986,2595,1918,10564,8455,"27900"
"Juneau, AK Micro Area",31275,21065,259,1879,1588,6484,"27940"
"Kahului-Wailuku, HI Micro Area",154834,49193,818,43384,15710,45729,"27980"
"Kalamazoo-Portage, MI Metro Area",326589,263075,29684,5486,17717,10627,"28020"
"Kalispell, MT Micro Area",90928,85439,180,522,2070,2717,"28060"
"Kankakee-Bradley, IL Metro Area",113449,83218,16998,1030,10167,2036,"28100"
"Kansas City, MO-KS Metro Area (part); Kansas City, MO-KS Metro Area (part)",2035334,1514888,250563,45757,166683,57443,"28140"
"Kapaa, HI Micro Area",67091,20611,258,20296,6315,19611,"28180"
"Kearney, NE Micro Area",52591,47290,364,598,3676,663,"28260"
"Keene, NH Micro Area",77117,73537,363,910,1090,1217,"28300"
"Kendallville, IN Micro Area",47536,42104,170,174,4567,521,"28340"
"Kennett, MO Micro Area",31953,26498,3081,107,1727,540,"28380"
"Kennewick-Pasco-Richland, WA Metro Area",253340,164241,3370,6005,72700,7024,"28420"
"Kerrville, TX Micro Area",49625,35851,739,361,11895,779,"28500"
"Ketchikan, AK Micro Area",13477,8918,76,936,538,3009,"28540"
"Key West, FL Micro Area",73090,52089,3851,782,15071,1297,"28580"
"Kill Devil Hills, NC Micro Area",33920,30061,812,211,2210,626,"28620"
"Killeen-Temple-Fort Hood, TX Metro Area",405300,218901,75411,9866,82426,18696,"28660"
"Kingsport-Bristol-Bristol, TN-VA Metro Area (part); Kingsport-Bristol-Bristol, TN-VA Metro Area (part)",309544,293968,5828,1516,4169,4063,"28700"
"Kingston, NY Metro Area",182493,149099,9982,3060,15909,4443,"28740"
"Kingsville, TX Micro Area",32477,7565,1071,716,22814,311,"28780"
"Kinston, NC Micro Area",59495,30492,23968,256,3917,862,"28820"
"Kirksville, MO Micro Area",30038,28104,393,463,552,526,"28860"
"Klamath Falls, OR Micro Area",66380,53822,394,615,6915,4634,"28900"
"Knoxville, TN Metro Area",698030,606269,44317,9960,23865,13619,"28940"
"Kodiak, AK Micro Area",13592,7137,85,2620,996,2754,"28980"
"Kokomo, IN Metro Area",98688,87446,5613,801,2549,2279,"29020"
"Laconia, NH Micro Area",60088,57553,261,695,724,855,"29060"
"La Crosse, WI-MN Metro Area (part); La Crosse, WI-MN Metro Area (part)",133665,122899,1651,4813,1873,2429,"29100"
"Lafayette, IN Metro Area",201789,166341,6809,10714,14089,3836,"29140"
"Lafayette, LA Metro Area",273738,182803,72589,3686,9668,4992,"29180"
"La Follette, TN Micro Area",40716,39510,117,103,472,514,"29220"
"La Grande, OR Micro Area",25748,23407,126,204,1002,1009,"29260"
"LaGrange, GA Micro Area",67044,40408,22319,1054,2170,1093,"29300"
"Lake Charles, LA Metro Area",199607,140168,47609,2058,5099,4673,"29340"
"Lake City, FL Micro Area",67531,50475,11663,611,3276,1506,"29380"
"Lake Havasu City-Kingman, AZ Metro Area",200186,159378,1715,2016,29569,7508,"29420"
"Lakeland-Winter Haven, FL Metro Area",602095,388769,85336,9567,106532,11891,"29460"
"Lamesa, TX Micro Area",13833,5402,860,46,7387,138,"29500"
"Lancaster, PA Metro Area",519445,440969,16087,9726,44930,7733,"29540"
"Lancaster, SC Micro Area",76652,53490,18162,492,3384,1124,"29580"
"Lansing-East Lansing, MI Metro Area",464036,363242,40098,17399,28574,14723,"29620"
"Laramie, WY Micro Area",36299,30796,390,1005,3202,906,"29660"
"Laredo, TX Metro Area",250304,8345,487,1320,239653,499,"29700"
"Las Cruces, NM Metro Area",209233,62992,2825,2029,137514,3873,"29740"
"Las Vegas, NM Micro Area",29393,5781,339,175,22583,515,"29780"
"Las Vegas-Paradise, NV Metro Area",1951269,935955,194821,165121,568644,86728,"29820"
"Laurel, MS Micro Area",84823,52287,28020,318,3335,863,"29860"
"Laurinburg, NC Micro Area",36157,16605,13884,276,754,4638,"29900"
"Lawrence, KS Metro Area",110826,90532,4204,4112,5651,6327,"29940"
"Lawrenceburg, TN Micro Area",41869,39690,637,120,689,733,"29980"
"Lawton, OK Metro Area",124098,73122,20794,2663,13896,13623,"30020"
"Lebanon, MO Micro Area",35571,33596,237,148,719,871,"30060"
"Lebanon, NH-VT Micro Area (part); Lebanon, NH-VT Micro Area (part)",174724,164285,1186,3281,2578,3394,"30100"
"Lebanon, PA Metro Area",133568,116010,2134,1504,12410,1510,"30140"
"Levelland, TX Micro Area",22935,11795,801,60,9993,286,"30220"
"Lewisburg, PA Micro Area",44947,38311,3048,520,2346,722,"30260"
"Lewisburg, TN Micro Area",30617,26565,1985,130,1386,551,"30280"
"Lewiston, ID-WA Metro Area (part); Lewiston, ID-WA Metro Area (part)",60888,54861,201,391,1752,3683,"30300"
"Lewiston-Auburn, ME Metro Area",107702,98931,3858,773,1669,2471,"30340"
"Lewistown, PA Micro Area",46682,45199,282,167,534,500,"30380"
"Lexington, NE Micro Area",26370,17418,718,139,7795,300,"30420"
"Lexington-Fayette, KY Metro Area",472099,372839,50352,10701,27760,10447,"30460"
"Lexington Park, MD Micro Area",105151,80402,14831,2552,3972,3394,"30500"
"Liberal, KS Micro Area",22952,8261,687,594,12990,420,"30580"
"Lima, OH Metro Area",106331,87708,12508,725,2513,2877,"30620"
"Lincoln, IL Micro Area",30305,26586,2243,184,893,399,"30660"
"Lincoln, NE Metro Area",302157,256854,9695,9966,16957,8685,"30700"
"Lincolnton, NC Micro Area",78265,67139,4269,415,5238,1204,"30740"
"Little Rock-North Little Rock-Conway, AR Metro Area",699757,487009,154322,10201,33575,14650,"30780"
"Lock Haven, PA Micro Area",39238,37618,612,199,437,372,"30820"
"Logan, UT-ID Metro Area (part); Logan, UT-ID Metro Area (part)",125442,108026,624,2111,12054,2627,"30860"
"Logansport, IN Micro Area",38966,32624,519,407,4897,519,"30900"
"London, KY Micro Area",58849,56732,405,286,717,709,"30940"
"Longview, TX Metro Area",214369,141499,36815,1665,30240,4150,"30980"
"Longview, WA Metro Area",102410,87825,572,1472,7975,4566,"31020"
"Los Alamos, NM Micro Area",17950,13689,97,1060,2646,458,"31060"
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12828837,4056820,859086,1858148,5700862,353921,"31100"
"Louisville/Jefferson County, KY-IN Metro Area (part); Louisville/Jefferson County, KY-IN Metro Area (part)",1283566,1012081,173879,19873,50388,27345,"31140"
"Lubbock, TX Metro Area",284890,162440,20156,5654,92095,4545,"31180"
"Lufkin, TX Micro Area",86771,54889,12840,744,17145,1153,"31260"
"Lumberton, NC Micro Area",134168,36160,32347,971,10932,53758,"31300"
"Lynchburg, VA Metro Area",252634,194849,43977,3324,5234,5250,"31340"
"Macomb, IL Micro Area",32612,28979,1594,572,867,600,"31380"
"Macon, GA Metro Area",232293,119766,100479,2933,5664,3451,"31420"
"Madera-Chowchilla, CA Metro Area",150865,57380,5009,2533,80992,4951,"31460"
"Madison, IN Micro Area",32428,30463,530,211,755,469,"31500"
"Madison, WI Metro Area",568593,476020,25500,23325,30705,13043,"31540"
"Madisonville, KY Micro Area",46920,41940,3069,257,734,920,"31580"
"Magnolia, AR Micro Area",24552,14545,9006,171,533,297,"31620"
"Malone, NY Micro Area",51599,42640,2834,215,1506,4404,"31660"
"Manchester-Nashua, NH Metro Area",400721,351224,7405,12898,21241,7953,"31700"
"Manhattan, KS Metro Area",127081,96848,10573,4172,9819,5669,"31740"
"Manitowoc, WI Micro Area",81442,75210,412,2027,2565,1228,"31820"
"Mankato-North Mankato, MN Metro Area",96740,88338,2375,1676,2812,1539,"31860"
"Mansfield, OH Metro Area",124475,107726,11612,800,1732,2605,"31900"
"Marble Falls, TX Micro Area",42750,32530,700,198,8652,670,"31920"
"Marinette, WI-MI Micro Area (part); Marinette, WI-MI Micro Area (part)",65778,62975,174,287,800,1542,"31940"
"Marion, IN Micro Area",70061,60633,4805,408,2517,1698,"31980"
"Marion, OH Micro Area",66501,59733,3754,326,1503,1185,"32020"
"Marion-Herrin, IL Micro Area",66357,60719,2514,557,1301,1266,"32060"
"Marquette, MI Micro Area",67077,62412,1126,384,767,2388,"32100"
"Marshall, MN Micro Area",25857,22637,575,677,1541,427,"32140"
"Marshall, MO Micro Area",23370,19441,1217,123,1925,664,"32180"
"Marshall, TX Micro Area",65631,42654,14303,331,7254,1089,"32220"
"Marshalltown, IA Micro Area",40648,31807,629,526,7017,669,"32260"
"Marshfield-Wisconsin Rapids, WI Micro Area",74749,70177,382,1304,1680,1206,"32270"
"Martin, TN Micro Area",35021,30696,2717,365,700,543,"32280"
"Martinsville, VA Micro Area",67972,45444,17977,363,3097,1091,"32300"
"Maryville, MO Micro Area",23370,21881,563,377,302,247,"32340"
"Mason City, IA Micro Area",51749,48211,576,392,1841,729,"32380"
"Mayfield, KY Micro Area",37121,32608,1597,124,2099,693,"32460"
"Maysville, KY Micro Area",31360,29336,1152,107,326,439,"32500"
"McAlester, OK Micro Area",45837,32959,1497,185,1786,9410,"32540"
"McAllen-Edinburg-Mission, TX Metro Area",774769,60553,2777,7122,702206,2111,"32580"
"McComb, MS Micro Area",53535,26080,26136,241,599,479,"32620"
"McMinnville, TN Micro Area",39839,34739,1085,190,3224,601,"32660"
"McPherson, KS Micro Area",29180,27176,279,144,1025,556,"32700"
"Meadville, PA Micro Area",88765,84930,1503,397,823,1112,"32740"
"Medford, OR Metro Area",203206,170023,1227,2304,21745,7907,"32780"
"Memphis, TN-MS-AR Metro Area (part); Memphis, TN-MS-AR Metro Area (part); Memphis, TN-MS-AR Metro Area (part)",1316100,608449,598629,24298,65395,19329,"32820"
"Menomonie, WI Micro Area",43857,41225,215,1141,626,650,"32860"
"Merced, CA Metro Area",255793,81599,8785,18183,140485,6741,"32900"
"Meridian, MS Micro Area",107449,57651,46180,608,1632,1378,"32940"
"Merrill, WI Micro Area",28743,27763,152,124,340,364,"32980"
"Mexico, MO Micro Area",25529,22613,1637,115,665,499,"33020"
"Miami, OK Micro Area",31848,21454,234,158,1499,8503,"33060"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5564635,1937939,1096536,122082,2312929,95149,"33100"
"Michigan City-La Porte, IN Metro Area",111467,90695,11835,570,6093,2274,"33140"
"Middlesborough, KY Micro Area",28691,27297,633,77,198,486,"33180"
"Midland, MI Micro Area",83629,77846,983,1555,1704,1541,"33220"
"Midland, TX Metro Area",136872,72822,8675,1639,51600,2136,"33260"
"Milledgeville, GA Micro Area",55149,26916,25825,627,1058,723,"33300"
"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1073109,255779,45588,147503,33929,"33340"
"Minden, LA Micro Area",41207,26067,13756,116,670,598,"33380"
"Mineral Wells, TX Micro Area",28111,21958,597,132,4985,439,"33420"
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part)",3279833,2578117,238893,187047,176283,99493,"33460"
"Minot, ND Micro Area",69540,62336,1479,571,1973,3181,"33500"
"Missoula, MT Metro Area",109299,99489,412,1220,2861,5317,"33540"
"Mitchell, SD Micro Area",22835,21575,71,102,309,778,"33580"
"Moberly, MO Micro Area",25414,22865,1477,105,413,554,"33620"
"Mobile, AL Metro Area",412992,243904,142272,7507,9936,9373,"33660"
"Modesto, CA Metro Area",514453,240423,13065,24712,215658,20595,"33700"
"Monroe, LA Metro Area",176441,106971,62099,1460,3703,2208,"33740"
"Monroe, MI Metro Area",152021,140609,3144,837,4667,2764,"33780"
"Monroe, WI Micro Area",36842,35113,137,197,1033,362,"33820"
"Montgomery, AL Metro Area",374536,192543,158620,5787,11840,5746,"33860"
"Montrose, CO Micro Area",41276,31989,118,236,8127,806,"33940"
"Morehead City, NC Micro Area",66469,58101,3986,576,2241,1565,"33980"
"Morgan City, LA Micro Area",54650,31267,17648,935,2920,1880,"34020"
"Morgantown, WV Metro Area",129709,118855,3796,2977,1921,2160,"34060"
"Morristown, TN Metro Area",136608,121337,3526,684,8860,2201,"34100"
"Moscow, ID Micro Area",37244,33746,288,773,1326,1111,"34140"
"Moses Lake, WA Micro Area",89120,51066,710,783,34163,2398,"34180"
"Moultrie, GA Micro Area",45498,26759,10143,289,7763,544,"34220"
"Mountain Home, AR Micro Area",41513,39837,59,163,688,766,"34260"
"Mountain Home, ID Micro Area",27038,20305,696,748,4118,1171,"34300"
"Mount Airy, NC Micro Area",73673,62611,2644,339,7155,924,"34340"
"Mount Pleasant, MI Micro Area",70311,61514,1643,1141,2197,3816,"34380"
"Mount Pleasant, TX Micro Area",32334,15904,3000,229,12799,402,"34420"
"Mount Sterling, KY Micro Area",44396,41901,976,107,868,544,"34460"
"Mount Vernon, IL Micro Area",47284,42153,3225,265,904,737,"34500"
"Mount Vernon, OH Micro Area",60921,58498,485,348,737,853,"34540"
"Mount Vernon-Anacortes, WA Metro Area",116901,89694,640,2025,19709,4833,"34580"
"Muncie, IN Metro Area",117671,103721,8051,1128,2088,2683,"34620"
"Murray, KY Micro Area",37191,33672,1375,650,890,604,"34660"
"Muscatine, IA Micro Area",54132,43827,597,435,8600,673,"34700"
"Muskegon-Norton Shores, MI Metro Area",172188,133132,24599,919,8261,5277,"34740"
"Muskogee, OK Micro Area",70990,41362,7960,381,3688,17599,"34780"
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",269291,208096,35753,2774,16683,5985,"34820"
"Nacogdoches, TX Micro Area",64524,39699,11573,775,11356,1121,"34860"
"Napa, CA Metro Area",136484,76967,2440,8986,44010,4081,"34900"
"Naples-Marco Island, FL Metro Area",321520,211156,19898,3390,83177,3899,"34940"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1589934,1176069,239849,35974,105367,32675,"34980"
"Natchez, MS-LA Micro Area (part); Natchez, MS-LA Micro Area (part)",53119,24314,25653,175,2359,618,"35020"
"Natchitoches, LA Micro Area",39566,21109,16296,134,735,1292,"35060"
"New Bern, NC Micro Area",126802,85470,28762,2138,7082,3350,"35100"
"Newberry, SC Micro Area",37508,22690,11533,116,2690,479,"35140"
"New Castle, IN Micro Area",49462,46933,1064,154,691,620,"35220"
"New Castle, PA Micro Area",91108,84872,3448,365,931,1492,"35260"
"New Haven-Milford, CT Metro Area",862477,582384,101763,29933,129743,18654,"35300"
"New Iberia, LA Micro Area",73240,44502,23280,1745,2299,1414,"35340"
"New Orleans-Metairie-Kenner, LA Metro Area",1167764,628878,392586,31490,91922,22888,"35380"
"New Philadelphia-Dover, OH Micro Area",92582,88614,696,286,1767,1219,"35420"
"Newport, TN Micro Area",35662,33598,659,105,628,672,"35460"
"Newton, IA Micro Area",36842,35284,464,163,537,394,"35500"
"New Ulm, MN Micro Area",25893,24662,56,152,860,163,"35580"
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part)",18897109,9233812,3044096,1860840,4327560,430801,"35620"
"Niles-Benton Harbor, MI Metro Area",156813,119389,23766,2410,7054,4194,"35660"
"Nogales, AZ Micro Area",47420,7564,89,235,39273,259,"35700"
"Norfolk, NE Micro Area",48271,41889,456,175,4878,873,"35740"
"North Platte, NE Micro Area",37590,34008,238,193,2617,534,"35820"
"North Port-Bradenton-Sarasota, FL Metro Area",702281,558928,44264,10021,77988,11080,"35840"
"North Vernon, IN Micro Area",28525,27361,206,62,571,325,"35860"
"North Wilkesboro, NC Micro Area",69340,61587,2785,295,3772,901,"35900"
"Norwalk, OH Micro Area",59626,54649,560,170,3333,914,"35940"
"Norwich-New London, CT Metro Area",274055,214605,14488,11248,23214,10500,"35980"
"Oak Harbor, WA Micro Area",78506,65209,1641,3377,4295,3984,"36020"
"Oak Hill, WV Micro Area",46039,42763,2097,89,402,688,"36060"
"Ocala, FL Metro Area",331298,245136,39337,4337,36137,6351,"36100"
"Ocean City, NJ Metro Area",97265,84522,4244,818,6054,1627,"36140"
"Ocean Pines, MD Micro Area",51454,41331,6973,569,1622,959,"36180"
"Odessa, TX Metro Area",137130,56306,5596,1004,72331,1893,"36220"
"Ogden-Clearfield, UT Metro Area",547184,452785,6198,8062,64690,15449,"36260"
"Ogdensburg-Massena, NY Micro Area",111944,103943,2259,1074,2146,2522,"36300"
"Oil City, PA Micro Area",54984,53052,567,196,478,691,"36340"
"Okeechobee, FL Micro Area",39996,26258,3117,345,9561,715,"36380"
"Oklahoma City, OK Metro Area",1252987,845104,128174,34808,142042,102859,"36420"
"Olean, NY Micro Area",80317,73849,966,524,1345,3633,"36460"
"Olympia, WA Metro Area",252264,199019,6420,12820,17787,16218,"36500"
"Omaha-Council Bluffs, NE-IA Metro Area (part); Omaha-Council Bluffs, NE-IA Metro Area (part)",865350,681172,66864,17792,77508,22014,"36540"
"Oneonta, NY Micro Area",62259,57734,958,660,1921,986,"36580"
"Ontario, OR-ID Micro Area (part); Ontario, OR-ID Micro Area (part)",53936,38294,372,698,13230,1342,"36620"
"Opelousas-Eunice, LA Micro Area",83384,46025,34295,314,1321,1429,"36660"
"Orangeburg, SC Micro Area",92501,31206,57286,751,1767,1491,"36700"
"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,1136863,319695,83167,538856,55830,"36740"
"Oshkosh-Neenah, WI Metro Area",166994,151509,2856,3795,5784,3050,"36780"
"Oskaloosa, IA Micro Area",22381,21242,251,250,360,278,"36820"
"Ottawa-Streator, IL Micro Area",154908,137672,2326,988,12082,1840,"36860"
"Ottumwa, IA Micro Area",35625,31157,447,250,3234,537,"36900"
"Owatonna, MN Micro Area",36576,32544,1003,278,2282,469,"36940"
"Owensboro, KY Metro Area",114752,104565,4706,699,2725,2057,"36980"
"Owosso, MI Micro Area",70648,67240,305,247,1695,1161,"37020"
"Oxford, MS Micro Area",47351,33538,11155,1003,1073,582,"37060"
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,400868,13082,54099,331567,23702,"37100"
"Paducah, KY-IL Micro Area (part); Paducah, KY-IL Micro Area (part)",98762,85890,8324,593,1886,2069,"37140"
"Pahrump, NV Micro Area",43946,34663,836,547,5967,1933,"37220"
"Palatka, FL Micro Area",74364,53981,11842,444,6706,1391,"37260"
"Palestine, TX Micro Area",58458,35792,12222,283,9287,874,"37300"
"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,421466,52677,11098,43943,14192,"37340"
"Palm Coast, FL Metro Area",95696,72860,10470,2020,8251,2095,"37380"
"Pampa, TX Micro Area",23464,16405,1055,85,5439,480,"37420"
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",168852,133790,17844,3298,8107,5813,"37460"
"Paragould, AR Micro Area",42090,40166,232,107,901,684,"37500"
"Paris, TN Micro Area",32330,28522,2578,95,553,582,"37540"
"Paris, TX Micro Area",49793,37891,6628,304,3223,1747,"37580"
"Parkersburg-Marietta-Vienna, WV-OH Metro Area (part); Parkersburg-Marietta-Vienna, WV-OH Metro Area (part)",162056,155597,1702,827,1292,2638,"37620"
"Parsons, KS Micro Area",21607,18467,987,76,875,1202,"37660"
"Pascagoula, MS Metro Area",162246,117679,31589,3038,6831,3109,"37700"
"Payson, AZ Micro Area",53597,35298,195,256,9588,8260,"37740"
"Pecos, TX Micro Area",13783,2690,672,118,10233,70,"37780"
"Pella, IA Micro Area",33309,31834,211,379,531,354,"37800"
"Pendleton-Hermiston, OR Micro Area",87062,59909,593,726,21604,4230,"37820"
"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,325627,75383,10705,20568,16708,"37860"
"Peoria, IL Metro Area",379186,319493,34329,7079,10516,7769,"37900"
"Peru, IN Micro Area",36903,33307,1649,128,906,913,"37940"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)",5965343,3875845,1204303,293656,468168,123371,"37980"
"Phoenix Lake-Cedar Ridge, CA Micro Area",55365,45325,1114,530,5918,2478,"38020"
"Phoenix-Mesa-Glendale, AZ Metro Area",4192887,2460541,193497,134415,1235718,168716,"38060"
"Picayune, MS Micro Area",55834,45911,6853,222,1636,1212,"38100"
"Pierre, SD Micro Area",19988,17127,93,93,327,2348,"38180"
"Pierre Part, LA Micro Area",23421,15442,7111,56,498,314,"38200"
"Pine Bluff, AR Metro Area",100258,48740,47749,625,1816,1328,"38220"
"Pittsburg, KS Micro Area",39134,34842,757,468,1762,1305,"38260"
"Pittsburgh, PA Metro Area",2356285,2051163,194423,41036,29969,39694,"38300"
"Pittsfield, MA Metro Area",131219,118926,3334,1602,4530,2827,"38340"
"Plainview, TX Micro Area",36273,13647,1803,133,20269,421,"38380"
"Platteville, WI Micro Area",51208,49296,573,300,649,390,"38420"
"Plattsburgh, NY Micro Area",82128,74832,2953,890,2054,1399,"38460"
"Plymouth, IN Micro Area",47051,42098,196,210,3971,576,"38500"
"Pocatello, ID Metro Area",90656,76730,609,1092,7915,4310,"38540"
"Point Pleasant, WV-OH Micro Area (part); Point Pleasant, WV-OH Micro Area (part)",58258,55768,971,228,394,897,"38580"
"Ponca City, OK Micro Area",46562,36113,910,233,2992,6314,"38620"
"Pontiac, IL Micro Area",38950,34903,1887,197,1532,431,"38700"
"Poplar Bluff, MO Micro Area",42794,38504,2235,283,666,1106,"38740"
"Portales, NM Micro Area",19846,11022,296,161,7913,454,"38780"
"Port Angeles, WA Micro Area",71404,60400,558,993,3627,5826,"38820"
"Portland-South Portland-Biddeford, ME Metro Area",514098,480553,7850,8051,7976,9668,"38860"
