"NAME","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017","FIPS"
"Crescent City, CA Micro Area",28610,23517,18513,967,1935,938,26,172,966,5093,2585,26,309,27,6,1808,332,"18860"
"Crestview-Fort Walton Beach-Destin, FL Metro Area",180822,168526,139500,16333,895,5189,330,397,5882,12296,7082,464,173,139,24,3195,1219,"18880"
"Crossville, TN Micro Area",56053,54746,53712,146,145,237,24,21,461,1307,554,15,28,1,13,596,100,"18900"
"Crowley, LA Micro Area",61773,60713,48555,11133,155,137,5,43,685,1060,572,42,8,0,1,306,131,"18940"
"Cullman, AL Micro Area",80406,76952,74568,821,397,339,18,41,768,3454,1565,35,11,4,0,1718,121,"18980"
"Culpeper, VA Micro Area",46689,42532,33482,7212,129,593,12,100,1004,4157,1576,156,64,14,26,2031,290,"19020"
"Cumberland, MD-WV Metro Area (part); Cumberland, MD-WV Metro Area (part)",103299,102012,92937,6728,124,676,27,75,1445,1287,934,82,24,2,5,151,89,"19060"
"Dallas-Fort Worth-Arlington, TX Metro Area",6371773,4619607,3201677,941695,24758,337815,5431,9049,99182,1752166,959603,20176,18632,3688,765,668721,80581,"19100"
"Dalton, GA Metro Area",142227,104602,97484,3843,274,1402,30,111,1458,37625,16459,247,543,44,65,18451,1816,"19140"
"Danville, IL Metro Area",81625,78184,65590,10394,138,559,12,52,1439,3441,1733,177,53,5,5,1137,331,"19180"
"Danville, KY Micro Area",53174,52006,48108,2666,86,250,8,63,825,1168,533,20,12,6,0,456,141,"19220"
"Danville, VA Metro Area",106561,103984,67357,34688,190,570,28,75,1076,2577,1092,125,36,14,1,1114,195,"19260"
"Daphne-Fairhope-Foley, AL Micro Area",182265,174273,152200,16966,1146,1340,79,245,2297,7992,3953,139,70,8,10,3386,426,"19300"
"Davenport-Moline-Rock Island, IA-IL Metro Area (part); Davenport-Moline-Rock Island, IA-IL Metro Area (part)",379690,350666,311053,25132,727,5912,111,320,7411,29024,15595,728,274,82,20,9519,2806,"19340"
"Dayton, OH Metro Area",841502,824291,663353,124851,1718,15241,259,1334,17535,17211,9553,964,233,123,24,4555,1759,"19380"
"Decatur, AL Metro Area",153829,144099,119005,17976,2856,706,74,105,3377,9730,3046,147,139,27,39,5867,465,"19460"
"Decatur, IL Metro Area",110768,108696,86822,17916,199,1107,26,145,2481,2072,1033,111,27,11,6,611,273,"19500"
"Decatur, IN Micro Area",34387,32975,32521,102,60,78,7,15,192,1412,828,5,11,0,0,459,109,"19540"
"Defiance, OH Micro Area",39037,35628,34345,666,65,117,11,18,406,3409,1863,59,33,2,1,1087,364,"19580"
"Del Rio, TX Micro Area",48879,9680,8548,563,86,207,37,29,210,39199,32986,183,154,31,7,5038,800,"19620"
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",494593,439376,372982,49548,1356,7368,166,778,7178,55217,35274,2243,422,199,38,13709,3332,"19660"
"Deming, NM Micro Area",25095,9672,8997,189,144,112,2,33,195,15423,10514,99,173,7,17,4143,470,"19700"
"Denver-Aurora-Broomfield, CO Metro Area",2543482,1972351,1673709,135334,12407,91954,2651,4100,52196,571131,309117,7794,12762,2051,419,200168,38820,"19740"
"DeRidder, LA Micro Area",35654,34651,28730,4597,326,217,16,41,724,1003,591,58,30,7,1,179,137,"19760"
"Des Moines-West Des Moines, IA Metro Area",569633,531629,476434,26508,1131,17107,280,693,9476,38004,20382,541,539,113,29,13659,2741,"19780"
"Detroit-Warren-Livonia, MI Metro Area",4296250,4128185,2916144,972689,12501,140558,793,4855,80645,168065,95095,7762,2351,758,158,47954,13987,"19820"
"Dickinson, ND Micro Area",24982,24524,23536,186,233,292,7,15,255,458,262,13,10,4,2,112,55,"19860"
"Dillon, SC Micro Area",32062,31229,15152,14730,751,76,8,34,478,833,247,52,39,2,0,447,46,"19900"
"Dixon, IL Micro Area",36031,34229,31824,1709,51,244,6,25,370,1802,921,26,23,2,4,668,158,"19940"
"Dodge City, KS Micro Area",33848,16527,14897,605,127,470,37,36,355,17321,10597,114,221,19,18,5795,557,"19980"
"Dothan, AL Metro Area",145639,141335,104154,33476,644,915,53,116,1977,4304,1891,181,83,26,6,1743,374,"20020"
"Douglas, GA Micro Area",50731,44340,30683,12655,118,319,23,50,492,6391,1916,81,46,7,16,4110,215,"20060"
"Dover, DE Metro Area",162310,152964,105891,37812,916,3266,74,347,4658,9346,4108,1101,127,40,17,2888,1065,"20100"
"Dublin, GA Micro Area",58414,57085,35139,20729,104,500,7,48,558,1329,517,84,15,5,0,608,100,"20140"
"DuBois, PA Micro Area",81642,79735,77031,1697,51,384,15,23,534,1907,881,165,35,5,1,629,191,"20180"
"Dubuque, IA Metro Area",93653,91846,86981,2436,144,871,282,49,1083,1807,1111,50,34,7,6,465,134,"20220"
"Duluth, MN-WI Metro Area (part); Duluth, MN-WI Metro Area (part)",279771,276384,257081,3657,7127,2290,69,123,6037,3387,2024,66,304,20,7,460,506,"20260"
"Dumas, TX Micro Area",21904,10362,8370,287,107,1323,18,61,196,11542,7516,49,173,14,0,3522,268,"20300"
"Duncan, OK Micro Area",45048,42258,37173,841,2182,210,13,10,1829,2790,1155,29,104,11,1,1159,331,"20340"
"Dunn, NC Micro Area",114678,102319,73707,23591,991,983,126,202,2719,12359,4593,382,401,46,13,6070,854,"20380"
"Durango, CO Micro Area",51334,45278,41245,176,2554,266,30,58,949,6056,3301,28,433,20,1,1622,651,"20420"
"Durant, OK Micro Area",42416,40309,31294,640,5366,214,11,18,2766,2107,1022,12,126,3,0,714,230,"20460"
"Durham-Chapel Hill, NC Metro Area",504357,447442,278907,134853,1512,21985,189,1196,8800,56915,20067,1690,1007,135,52,30726,3238,"20500"
"Dyersburg, TN Micro Area",38335,37333,31044,5433,72,188,8,19,569,1002,388,44,10,1,5,436,118,"20540"
"Eagle Pass, TX Micro Area",54258,2344,1552,75,506,140,2,15,54,51914,48065,60,136,37,2,3123,491,"20580"
"East Liverpool-Salem, OH Micro Area",107841,106493,102326,2323,164,319,20,55,1286,1348,633,82,38,3,7,461,124,"20620"
"Easton, MD Micro Area",37782,35709,29829,4778,48,463,16,69,506,2073,917,51,17,9,6,961,112,"20660"
"East Stroudsburg, PA Micro Area",169842,147554,119741,20461,358,3395,60,503,3036,22288,11421,1887,214,89,19,6792,1866,"20700"
"Eau Claire, WI Metro Area",161151,158547,149946,1798,702,4046,41,66,1948,2604,1504,58,79,25,4,635,299,"20740"
"Edwards, CO Micro Area",59507,40960,39357,265,180,545,19,104,490,18547,9943,121,260,16,0,7327,880,"20780"
"Effingham, IL Micro Area",34242,33645,33155,76,24,147,7,13,223,597,274,3,15,0,0,249,56,"20820"
"El Campo, TX Micro Area",41280,25835,19681,5668,62,154,2,26,242,15445,10112,149,99,6,0,4570,509,"20900"
"El Centro, CA Metro Area",174528,34257,23927,5114,1642,2201,87,189,1097,140271,78626,659,1417,642,78,52224,6625,"20940"
"El Dorado, AR Micro Area",41639,40179,25722,13674,127,196,11,18,431,1460,554,47,16,11,3,738,91,"20980"
"Elizabeth City, NC Micro Area",64094,61951,40080,19883,195,630,20,71,1072,2143,866,135,20,8,6,897,211,"21020"
"Elizabethtown, KY Metro Area",119736,114018,95235,12319,517,2092,335,173,3347,5718,3065,400,61,37,21,1513,621,"21060"
"Elk City, OK Micro Area",22119,19500,17459,842,565,173,2,21,438,2619,1346,34,50,5,0,996,188,"21120"
"Elkhart-Goshen, IN Metro Area",197559,169673,152555,10989,434,1879,60,283,3473,27886,11237,318,313,36,21,14509,1452,"21140"
"Elko, NV Micro Area",50805,39409,35392,331,2328,452,62,33,811,11396,5155,49,313,8,7,5090,774,"21220"
"Ellensburg, WA Micro Area",40915,37794,35214,339,353,795,56,52,985,3121,1330,25,41,15,1,1448,261,"21260"
"Elmira, NY Metro Area",88830,86590,77643,5528,206,1041,14,96,2062,2240,1128,300,27,16,6,453,310,"21300"
"El Paso, TX Metro Area",800647,142513,105246,20649,2269,7551,805,602,5391,658134,551747,4215,3738,733,194,83194,14313,"21340"
"Emporia, KS Micro Area",36480,29625,27301,765,156,767,11,26,599,6855,3500,88,90,23,6,2786,362,"21380"
"Enid, OK Micro Area",60580,55227,48744,1765,1280,577,1094,62,1705,5353,2063,46,97,11,7,2698,431,"21420"
"Enterprise-Ozark, AL Micro Area",100199,94198,71839,17803,939,1156,93,118,2250,6001,2727,235,77,22,51,2387,502,"21460"
"Erie, PA Metro Area",280566,271048,242787,19485,447,3036,72,292,4929,9518,4782,670,119,41,18,2939,949,"21500"
"Escanaba, MI Micro Area",37069,36751,34920,71,858,145,7,7,743,318,198,4,16,1,0,58,41,"21540"
"Espanola, NM Micro Area",40246,11543,5148,103,5651,138,7,209,287,28703,15630,101,796,32,6,11079,1059,"21580"
"Eufaula, AL-GA Micro Area (part); Eufaula, AL-GA Micro Area (part)",29970,28549,14102,14018,63,109,24,13,220,1421,368,61,55,0,5,883,49,"21640"
"Eugene-Springfield, OR Metro Area",351715,325548,297808,3102,3418,8169,732,514,11805,26167,12877,267,652,153,37,9323,2858,"21660"
"Eureka-Arcata-Fortuna, CA Micro Area",134623,121412,103958,1393,6961,2854,332,368,5546,13211,5962,112,765,90,20,4635,1627,"21700"
"Evanston, WY Micro Area",21118,19263,18696,48,123,59,34,2,301,1855,818,7,45,2,2,858,123,"21740"
"Evansville, IN-KY Metro Area (part); Evansville, IN-KY Metro Area (part)",358676,351730,318979,21948,646,3396,154,565,6042,6946,3440,185,121,24,31,2488,657,"21780"
"Fairbanks, AK Metro Area",97581,91930,72259,4154,6669,2512,375,191,5770,5651,2916,269,210,79,21,1255,901,"21820"
"Fairmont, MN Micro Area",20840,20096,19766,62,54,103,5,4,102,744,376,2,5,1,1,273,86,"21860"
"Fairmont, WV Micro Area",56418,55904,52874,1838,101,281,5,43,762,514,352,20,6,1,1,77,57,"21900"
"Fallon, NV Micro Area",24877,21868,19030,366,991,633,41,25,782,3009,1377,29,138,32,10,1158,265,"21980"
"Fargo, ND-MN Metro Area (part); Fargo, ND-MN Metro Area (part)",208777,203706,188964,4197,2425,4360,66,178,3516,5071,3028,73,205,18,7,1148,592,"22020"
"Faribault-Northfield, MN Micro Area",64142,59020,54566,2021,247,1289,38,57,802,5122,2709,51,53,25,2,1921,361,"22060"
"Farmington, MO Micro Area",65359,64581,60631,2759,228,242,32,12,677,778,549,16,18,2,0,114,79,"22100"
"Farmington, NM Metro Area",130044,105268,55254,617,46321,445,64,117,2450,24776,11794,139,1319,39,10,9384,2091,"22140"
"Fayetteville, NC Metro Area",366383,330370,169891,129331,8968,7352,1202,759,12867,36013,15445,3502,684,222,140,11927,4093,"22180"
"Fayetteville-Springdale-Rogers, AR-MO Metro Area (part); Fayetteville-Springdale-Rogers, AR-MO Metro Area (part)",463204,394117,353302,8629,6364,10884,5000,460,9478,69087,26098,352,633,124,68,38665,3147,"22220"
"Fergus Falls, MN Micro Area",57303,55813,54244,422,261,264,29,13,580,1490,836,8,18,7,5,497,119,"22260"
"Fernley, NV Micro Area",51980,44306,40634,363,1061,701,124,79,1344,7674,3530,54,225,24,6,3241,594,"22280"
"Findlay, OH Micro Area",74782,71419,67888,1084,127,1258,11,68,983,3363,1940,74,40,5,1,958,345,"22300"
"Fitzgerald, GA Micro Area",27172,25918,16883,8546,49,181,2,21,236,1254,374,30,9,6,0,751,84,"22340"
"Flagstaff, AZ Metro Area",134421,116255,74231,1495,35610,1787,138,192,2802,18166,8736,134,1104,59,26,6798,1309,"22380"
"Flint, MI Metro Area",425790,412807,309683,87352,1961,3834,74,390,9513,12983,7710,775,291,45,5,2654,1503,"22420"
"Florence, SC Metro Area",205566,201396,112098,84667,608,1861,29,159,1974,4170,1384,412,50,13,2,1992,317,"22500"
"Florence-Muscle Shoals, AL Metro Area",147137,143962,122562,17892,585,899,37,75,1912,3175,1339,133,20,15,17,1412,239,"22520"
"Fond du Lac, WI Metro Area",101633,97265,93398,1226,422,1129,16,45,1029,4368,2276,79,49,19,5,1655,285,"22540"
"Forest City, NC Micro Area",67810,65413,57054,6804,156,289,5,66,1039,2397,1167,50,15,7,0,968,190,"22580"
"Forrest City, AR Micro Area",28258,27109,11973,14565,127,133,9,9,293,1149,529,102,21,3,0,377,117,"22620"
"Fort Collins-Loveland, CO Metro Area",299630,268002,253047,2259,1277,5675,192,347,5205,31628,18220,241,929,125,32,9381,2700,"22660"
"Fort Dodge, IA Micro Area",38013,36567,34210,1435,90,241,7,35,549,1446,885,27,22,5,2,373,132,"22700"
"Fort Leonard Wood, MO Micro Area",52274,47569,37863,5680,352,1295,292,75,2012,4705,2643,304,58,51,6,1123,520,"22780"
"Fort Madison-Keokuk, IA-MO Micro Area (part); Fort Madison-Keokuk, IA-MO Micro Area (part)",43001,41867,39811,1113,69,203,7,11,653,1134,737,24,8,3,4,245,113,"22800"
"Fort Morgan, CO Micro Area",28159,18653,17370,755,102,135,10,35,246,9506,4990,53,135,5,20,3885,418,"22820"
"Fort Payne, AL Micro Area",71109,61419,57997,1029,865,166,35,41,1286,9690,2090,49,104,37,112,7010,288,"22840"
"Fort Polk South, LA Micro Area",52334,48559,37794,7280,684,881,242,62,1616,3775,1820,163,54,38,18,1175,507,"22860"
"Fort Smith, AR-OK Metro Area (part); Fort Smith, AR-OK Metro Area (part)",298592,274124,226828,10402,18427,6532,142,153,11640,24468,7962,241,516,96,58,13684,1911,"22900"
"Fort Valley, GA Micro Area",27695,25805,12499,12647,59,222,8,26,344,1890,884,68,8,1,0,848,81,"22980"
"Fort Wayne, IN Metro Area",416257,392085,330540,41183,1134,9818,129,683,8598,24172,10494,630,280,115,70,10112,2471,"23060"
"Frankfort, IN Micro Area",33224,28829,28349,138,44,65,3,25,205,4395,1883,4,39,7,0,2246,216,"23140"
"Frankfort, KY Micro Area",70706,69044,61340,5505,111,796,10,81,1201,1662,732,56,23,12,3,694,142,"23180"
"Fredericksburg, TX Micro Area",24837,19868,19472,47,68,88,11,28,154,4969,3195,42,86,1,0,1492,153,"23240"
"Freeport, IL Micro Area",47711,46305,40612,4226,68,295,13,44,1047,1406,679,49,17,2,1,506,152,"23300"
"Fremont, NE Micro Area",36691,33002,32120,183,127,180,31,32,329,3689,1217,22,53,11,44,2151,191,"23340"
"Fremont, OH Micro Area",60944,55509,52527,1624,96,185,7,59,1011,5435,3052,88,36,4,0,1671,584,"23380"
"Fresno, CA Metro Area",930450,462380,304522,45005,5979,86856,1066,1744,17208,468070,210623,4518,9670,2501,339,215341,25078,"23420"
"Gadsden, AL Metro Area",104430,100983,82789,15716,372,657,30,87,1332,3447,1034,80,76,15,141,1888,213,"23460"
"Gaffney, SC Micro Area",55342,53310,40939,11214,129,308,6,49,665,2032,586,64,70,5,11,1174,122,"23500"
"Gainesville, FL Metro Area",264275,242678,172348,50304,666,13157,123,715,5365,21597,15204,875,190,138,23,3738,1429,"23540"
"Gainesville, GA Metro Area",179684,132778,114300,12757,372,3181,57,249,1862,46906,18897,522,439,45,110,24793,2100,"23580"
"Gainesville, TX Micro Area",38437,32440,30255,1018,303,278,19,35,532,5997,2688,36,99,12,0,2866,296,"23620"
"Galesburg, IL Micro Area",70626,66578,60714,4028,107,424,16,53,1236,4048,1780,85,39,8,6,1774,356,"23660"
"Gallup, NM Micro Area",71492,62019,7384,317,52402,542,17,51,1306,9473,3450,43,1586,26,6,3471,891,"23700"
"Garden City, KS Micro Area",36776,19594,17049,707,151,1207,12,61,407,17182,11255,134,185,30,2,4934,642,"23780"
"Gardnerville Ranchos, NV Micro Area",46997,41894,39094,174,759,699,60,64,1044,5103,3036,27,137,26,6,1442,429,"23820"
"Georgetown, SC Micro Area",60158,58291,37311,20128,128,269,6,31,418,1867,694,86,8,2,8,938,131,"23860"
"Gettysburg, PA Micro Area",101407,95292,91830,1450,146,737,20,79,1030,6115,3149,111,67,9,0,2465,314,"23900"
"Gillette, WY Micro Area",46133,42522,41032,134,415,250,18,24,649,3611,1942,25,116,6,4,1199,319,"23940"
"Glasgow, KY Micro Area",52272,51047,48327,1770,73,193,5,41,638,1225,444,14,30,4,28,555,150,"23980"
"Glens Falls, NY Metro Area",128923,126299,121581,2290,226,709,16,118,1359,2624,1625,193,46,13,5,522,220,"24020"
"Gloversville, NY Micro Area",55531,54268,52110,981,104,320,11,55,687,1263,838,79,12,1,2,241,90,"24100"
"Goldsboro, NC Metro Area",122623,110461,68216,38107,333,1405,47,231,2122,12162,3919,392,148,26,17,6958,702,"24140"
"Granbury, TX Micro Area",59672,52812,51183,279,333,336,33,58,590,6860,3415,30,98,20,7,2902,388,"24180"
"Grand Forks, ND-MN Metro Area (part); Grand Forks, ND-MN Metro Area (part)",98461,94790,87768,1570,2005,1490,37,36,1884,3671,2085,61,105,20,5,1014,381,"24220"
"Grand Island, NE Micro Area",72726,58693,56009,935,277,650,42,96,684,14033,6076,118,305,29,78,6739,688,"24260"
"Grand Junction, CO Metro Area",146723,127171,121944,776,896,1059,150,133,2213,19552,9237,159,658,62,11,7745,1680,"24300"
"Grand Rapids-Wyoming, MI Metro Area",774160,708933,615337,60013,2887,14569,185,831,15111,65227,27795,2368,1102,138,88,28261,5475,"24340"
"Grants, NM Micro Area",27213,17279,5857,221,10680,136,19,21,345,9934,5529,54,476,13,7,3349,506,"24380"
"Grants Pass, OR Micro Area",82713,77462,73289,295,966,667,117,77,2051,5251,3160,52,167,14,28,1205,625,"24420"
"Great Bend, KS Micro Area",27674,23991,23092,367,111,53,8,22,338,3683,1475,32,37,1,8,1923,207,"24460"
"Great Falls, MT Metro Area",81327,78616,71100,958,3274,665,78,45,2496,2711,1484,52,213,19,11,481,451,"24500"
"Greeley, CO Metro Area",252825,181145,170827,2054,1419,2873,158,359,3455,71680,38767,419,1398,149,58,26912,3977,"24540"
"Green Bay, WI Metro Area",306241,287274,263593,5417,6486,6826,96,201,4655,18967,7195,216,773,69,18,9371,1325,"24580"
"Greeneville, TN Micro Area",68831,67141,64637,1355,150,249,11,36,703,1690,721,18,16,2,10,803,120,"24620"
"Greensboro-High Point, NC Metro Area",723801,669118,449177,182490,3052,20888,257,1360,11894,54683,21392,2240,839,149,71,26484,3508,"24660"
"Greensburg, IN Micro Area",25740,25314,24796,76,36,178,7,25,196,426,257,6,3,8,0,123,29,"24700"
"Greenville, MS Micro Area",51137,50608,13654,36348,56,291,6,13,240,529,130,120,13,0,3,202,61,"24740"
"Greenville, NC Metro Area",189510,177254,106076,64715,572,2628,73,301,2889,12256,3849,506,164,57,30,6837,813,"24780"
"Greenville, OH Micro Area",52959,52313,51365,233,71,159,4,28,453,646,418,5,10,3,0,173,37,"24820"
"Greenville-Mauldin-Easley, SC Metro Area",636986,594019,467055,105169,1262,10847,256,885,8545,42967,18624,1115,522,98,49,20004,2555,"24860"
"Greenwood, MS Micro Area",42914,42065,14857,26690,54,202,2,14,246,849,137,113,30,2,0,518,49,"24900"
"Greenwood, SC Micro Area",69661,65872,42709,21728,139,568,11,86,631,3789,1074,118,57,4,14,2334,188,"24940"
"Grenada, MS Micro Area",21906,21709,12350,9106,33,60,0,6,154,197,115,34,3,0,2,31,12,"24980"
"Gulfport-Biloxi, MS Metro Area",248820,237198,177475,47445,998,5731,252,285,5012,11622,5715,490,168,68,37,4054,1090,"25060"
"Guymon, OK Micro Area",20640,11981,10889,294,183,318,9,29,259,8659,4728,42,86,7,25,3450,321,"25100"
"Hagerstown-Martinsburg, MD-WV Metro Area (part); Hagerstown-Martinsburg, MD-WV Metro Area (part)",269140,259892,229076,21166,529,2952,94,313,5762,9248,4934,496,126,32,14,2639,1007,"25180"
"Hammond, LA Micro Area",121097,116837,77807,36485,355,714,35,108,1333,4260,2399,169,28,27,11,1323,303,"25220"
"Hanford-Corcoran, CA Metro Area",152982,75116,53879,10314,1297,5339,228,803,3256,77866,29148,700,1265,281,43,42193,4236,"25260"
"Hannibal, MO Micro Area",38948,38459,36030,1507,60,172,32,29,629,489,283,18,5,1,1,100,81,"25300"
"Harriman, TN Micro Area",54181,53471,50752,1430,167,274,15,24,809,710,405,10,13,4,3,195,80,"25340"
"Harrisburg, IL Micro Area",24913,24573,23011,974,84,100,9,10,385,340,167,21,4,1,8,87,52,"25380"
"Harrisburg-Carlisle, PA Metro Area",549475,523644,442343,53841,747,15698,118,663,10234,25831,11280,2368,266,118,44,8997,2758,"25420"
"Harrison, AR Micro Area",45233,44418,43033,69,331,175,22,21,767,815,592,12,22,6,0,121,62,"25460"
"Harrisonburg, VA Metro Area",125228,113487,105031,4127,150,2159,62,156,1802,11741,4522,258,186,19,10,5973,773,"25500"
"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1061162,868016,121962,1700,46872,268,2780,19564,151219,64169,9967,1204,467,115,64799,10498,"25540"
"Hastings, NE Micro Area",37906,34860,33688,240,125,446,9,31,321,3046,1215,30,37,5,7,1556,196,"25580"
"Hattiesburg, MS Metro Area",142842,138881,95576,40239,293,1163,52,119,1439,3961,1736,177,52,13,16,1651,316,"25620"
"Havre, MT Micro Area",16096,15723,11741,47,3393,66,6,2,468,373,155,3,104,1,1,43,66,"25660"
"Hays, KS Micro Area",28452,27153,26103,232,63,390,4,22,339,1299,579,10,11,1,1,582,115,"25700"
"Heber, UT Micro Area",23530,20346,19818,49,52,168,24,14,221,3184,1457,30,75,13,5,1499,105,"25720"
"Helena, MT Micro Area",74801,72995,69323,219,1418,389,45,45,1556,1806,1171,14,80,5,1,285,250,"25740"
"Helena-West Helena, AR Micro Area",21757,21470,7535,13652,39,64,1,2,177,287,83,67,12,3,0,93,29,"25760"
"Henderson, NC Micro Area",45422,42371,19101,22477,79,199,7,41,467,3051,957,168,68,3,0,1713,142,"25780"
"Hereford, TX Micro Area",19372,6333,5939,158,52,56,2,29,97,13039,9136,84,124,5,0,3323,367,"25820"
"Hickory-Lenoir-Morganton, NC Metro Area",365497,342434,302096,24860,792,9252,223,380,4831,23063,9020,322,377,73,172,11675,1424,"25860"
"Hilo, HI Micro Area",185079,163696,57831,899,586,39588,20970,281,43541,21383,4517,121,283,1462,1419,2587,10994,"25900"
"Hilton Head Island-Beaufort, SC Micro Area",187010,163691,116542,41965,387,1991,83,238,2485,23319,10722,731,216,74,49,10327,1200,"25940"
"Hinesville-Fort Stewart, GA Metro Area",77917,69980,35576,29559,363,1292,415,174,2601,7937,3331,893,86,70,33,2675,849,"25980"
"Hobbs, NM Micro Area",64727,31664,27845,2399,468,302,18,51,581,33063,20694,242,302,24,18,10713,1070,"26020"
"Holland-Grand Haven, MI Metro Area",263801,241040,226156,3551,806,6576,64,170,3717,22761,11482,323,335,162,10,8828,1621,"26100"
"Homosassa Springs, FL Micro Area",141236,134652,126549,3767,418,1979,33,129,1777,6584,4801,220,64,17,5,977,500,"26140"
"Honolulu, HI Metro Area",953207,875774,181684,17929,1699,410019,86235,1287,176921,77433,17048,1327,739,8391,4643,9170,36115,"26180"
"Hood River, OR Micro Area",22346,15757,14714,63,144,305,30,25,476,6589,3854,38,37,9,7,2414,230,"26220"
"Hope, AR Micro Area",31606,28673,18631,9381,105,105,18,20,413,2933,733,29,14,0,2,2014,141,"26260"
"Hot Springs, AR Metro Area",96024,91402,80621,7552,532,689,40,63,1905,4622,2343,63,55,6,5,1841,309,"26300"
"Houghton, MI Micro Area",38784,38354,36416,196,185,1051,16,20,470,430,303,5,24,4,1,46,47,"26340"
"Houma-Bayou Cane-Thibodaux, LA Metro Area",208178,200110,151869,33725,8849,1834,66,155,3612,8068,3167,160,201,15,25,4008,492,"26380"
"Houston-Sugar Land-Baytown, TX Metro Area",5946800,3847388,2360472,998883,13944,384596,2916,11035,75542,2099412,1220462,26892,24292,4411,944,718444,103967,"26420"
"Hudson, NY Micro Area",63096,60642,55672,2691,85,998,15,97,1084,2454,1464,164,38,4,3,586,195,"26460"
"Humboldt, TN Micro Area",49683,48671,38571,9307,98,106,4,22,563,1012,417,33,9,0,2,447,104,"26480"
"Huntingdon, PA Micro Area",45913,45186,42197,2369,36,181,0,22,381,727,273,23,5,3,2,378,43,"26500"
"Huntington, IN Micro Area",37124,36493,35692,155,124,167,6,13,336,631,370,5,16,0,2,155,83,"26540"
"Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part)",287702,284995,270988,7687,611,1649,32,204,3824,2707,1769,107,43,17,14,474,283,"26580"
"Huntsville, AL Metro Area",417593,397598,286557,89867,2822,9078,347,554,8373,19995,8229,938,276,111,60,9031,1350,"26620"
"Huntsville, TX Micro Area",67861,56472,39671,15098,186,617,19,72,809,11389,5840,159,116,14,9,4665,586,"26660"
"Huron, SD Micro Area",17398,16061,14934,118,165,632,8,5,199,1337,665,29,24,0,9,524,86,"26700"
"Hutchinson, KS Micro Area",64511,59302,55543,1843,374,296,18,35,1193,5209,2926,87,64,13,1,1602,516,"26740"
"Hutchinson, MN Micro Area",36651,34840,34005,184,81,265,16,10,279,1811,1154,15,20,2,1,537,82,"26780"
"Idaho Falls, ID Metro Area",130374,115821,111798,573,686,944,103,90,1627,14553,6457,64,307,15,6,6758,946,"26820"
"Indiana, PA Micro Area",88880,87933,83864,2374,103,768,9,51,764,947,496,60,21,6,1,290,73,"26860"
"Indianapolis-Carmel, IN Metro Area",1756241,1647982,1310092,260418,3500,39236,559,3442,30735,108259,42632,2958,1238,340,179,53370,7542,"26900"
"Indianola, MS Micro Area",29450,29046,7410,21362,47,82,10,8,127,404,83,117,9,2,0,182,11,"26940"
"Iowa City, IA Metro Area",152586,145248,128881,6303,266,6846,60,232,2660,7338,3998,148,77,45,4,2443,623,"26980"
"Iron Mountain, MI-WI Micro Area (part); Iron Mountain, MI-WI Micro Area (part)",30591,30284,29556,96,168,133,8,3,320,307,188,1,8,0,0,59,51,"27020"
"Ithaca, NY Metro Area",101564,97300,81490,3773,270,8680,40,231,2816,4264,2451,247,90,57,5,944,470,"27060"
"Jackson, MI Metro Area",160248,155411,137588,12560,521,1122,27,145,3448,4837,2919,179,71,15,6,1079,568,"27100"
"Jackson, MS Metro Area",539057,527666,260512,256133,780,5621,175,343,4102,11391,3937,888,127,43,38,5569,789,"27140"
"Jackson, TN Metro Area",115425,111776,71897,37091,211,948,30,136,1463,3649,1350,114,45,30,3,1851,256,"27180"
"Jackson, WY-ID Micro Area (part); Jackson, WY-ID Micro Area (part)",31464,26552,25791,44,103,276,25,42,271,4912,1739,30,43,7,2,2866,225,"27220"
"Jacksonville, FL Metro Area",1345596,1252717,885040,286768,4327,45412,1058,2713,27399,92879,55380,6113,892,769,154,21731,7840,"27260"
"Jacksonville, IL Micro Area",40902,40147,37183,2109,76,175,6,44,554,755,417,22,11,5,1,235,64,"27300"
"Jacksonville, NC Metro Area",177772,159876,122558,26577,1013,3163,438,290,5837,17896,9032,1095,225,192,49,5389,1914,"27340"
"Jacksonville, TX Micro Area",50845,40346,31892,7401,125,221,6,36,665,10499,4558,97,217,16,3,5171,437,"27380"
"Jamestown, ND Micro Area",21100,20739,19996,126,297,99,12,4,205,361,167,14,3,1,0,112,64,"27420"
"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,126664,120463,2763,576,676,31,90,2065,8241,4412,434,113,12,5,2579,686,"27460"
"Janesville, WI Metro Area",160331,148207,135526,7766,383,1603,35,125,2769,12124,4987,212,133,27,4,5823,938,"27500"
"Jasper, IN Micro Area",54734,52093,51335,147,76,214,8,27,286,2641,1114,14,17,0,7,1304,185,"27540"
"Jefferson City, MO Metro Area",149807,146635,131411,11035,501,1254,72,119,2243,3172,1648,118,44,27,8,1056,271,"27620"
"Jennings, LA Micro Area",31594,31056,24835,5450,146,62,3,28,532,538,290,18,11,0,0,163,56,"27660"
