"NAME","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017","FIPS"
"Jesup, GA Micro Area",30099,28380,21749,5928,82,160,6,12,443,1719,809,68,45,1,0,637,159,"27700"
"Johnson City, TN Metro Area",198716,193499,183099,5505,474,1671,35,170,2545,5217,2408,105,64,6,14,2162,458,"27740"
"Johnstown, PA Metro Area",143679,141673,134073,5073,108,720,28,102,1569,2006,1133,149,39,9,1,486,189,"27780"
"Jonesboro, AR Metro Area",121026,116206,98641,14328,339,1113,27,85,1673,4820,1771,87,62,7,6,2535,352,"27860"
"Joplin, MO Metro Area",175518,164954,151986,2595,2903,1918,721,132,4699,10564,3524,110,214,19,79,5795,823,"27900"
"Juneau, AK Micro Area",31275,29687,21065,259,3534,1879,213,40,2697,1588,749,20,158,40,5,346,270,"27940"
"Kahului-Wailuku, HI Micro Area",154834,139124,49193,818,380,43384,15257,246,29846,15710,4143,52,223,1211,794,2805,6482,"27980"
"Kalamazoo-Portage, MI Metro Area",326589,308872,263075,29684,1453,5486,88,444,8642,17717,7698,682,275,39,17,7370,1636,"28020"
"Kalispell, MT Micro Area",90928,88858,85439,180,934,522,50,51,1682,2070,1363,21,94,9,8,333,242,"28060"
"Kankakee-Bradley, IL Metro Area",113449,103282,83218,16998,187,1030,32,103,1714,10167,4768,189,99,22,2,4399,688,"28100"
"Kansas City, MO-KS Metro Area (part); Kansas City, MO-KS Metro Area (part)",2035334,1868651,1514888,250563,8440,45757,2975,2520,43508,166683,81755,3946,1997,464,238,65548,12735,"28140"
"Kapaa, HI Micro Area",67091,60776,20611,258,158,20296,5716,74,13663,6315,1548,20,96,720,344,534,3053,"28180"
"Kearney, NE Micro Area",52591,48915,47290,364,115,598,7,57,484,3676,1740,31,30,9,9,1640,217,"28260"
"Keene, NH Micro Area",77117,76027,73537,363,171,910,19,61,966,1090,702,27,22,11,0,214,114,"28300"
"Kendallville, IN Micro Area",47536,42969,42104,170,90,174,5,27,399,4567,1866,15,12,2,1,2445,226,"28340"
"Kennett, MO Micro Area",31953,30226,26498,3081,67,107,7,14,452,1727,681,24,4,1,2,968,47,"28380"
"Kennewick-Pasco-Richland, WA Metro Area",253340,180640,164241,3370,1637,6005,313,356,4718,72700,27447,324,468,120,47,40323,3971,"28420"
"Kerrville, TX Micro Area",49625,37730,35851,739,207,361,19,38,515,11895,7654,145,148,12,11,3381,544,"28500"
"Ketchikan, AK Micro Area",13477,12939,8918,76,1831,936,24,14,1140,538,258,2,79,7,3,79,110,"28540"
"Key West, FL Micro Area",73090,58019,52089,3851,247,782,60,76,914,15071,13320,343,49,27,10,935,387,"28580"
"Kill Devil Hills, NC Micro Area",33920,31710,30061,812,101,211,10,14,501,2210,1252,22,24,1,3,796,112,"28620"
"Killeen-Temple-Fort Hood, TX Metro Area",405300,322874,218901,75411,2050,9866,2912,722,13012,82426,41477,3864,1262,506,219,28209,6889,"28660"
"Kingsport-Bristol-Bristol, TN-VA Metro Area (part); Kingsport-Bristol-Bristol, TN-VA Metro Area (part)",309544,305375,293968,5828,666,1516,46,179,3172,4169,2220,75,72,7,31,1437,327,"28700"
"Kingston, NY Metro Area",182493,166584,149099,9982,414,3060,29,344,3656,15909,9085,1000,183,46,5,4198,1392,"28740"
"Kingsville, TX Micro Area",32477,9663,7565,1071,57,716,26,30,198,22814,18417,135,145,36,11,3492,578,"28780"
"Kinston, NC Micro Area",59495,55578,30492,23968,163,256,26,66,607,3917,1266,153,59,6,22,2233,178,"28820"
"Kirksville, MO Micro Area",30038,29486,28104,393,79,463,12,14,421,552,331,16,7,0,1,147,50,"28860"
"Klamath Falls, OR Micro Area",66380,59465,53822,394,2407,615,68,63,2096,6915,3197,38,327,6,7,2688,652,"28900"
"Knoxville, TN Metro Area",698030,674165,606269,44317,1749,9960,342,770,10758,23865,11600,510,366,119,127,9498,1645,"28940"
"Kodiak, AK Micro Area",13592,12596,7137,85,1759,2620,86,14,895,996,385,7,38,40,1,383,142,"28980"
"Kokomo, IN Metro Area",98688,96139,87446,5613,266,801,18,140,1855,2549,1389,96,43,4,7,666,344,"29020"
"Laconia, NH Micro Area",60088,59364,57553,261,119,695,9,30,697,724,506,18,7,4,2,110,77,"29060"
"La Crosse, WI-MN Metro Area (part); La Crosse, WI-MN Metro Area (part)",133665,131792,122899,1651,469,4813,29,90,1841,1873,1211,60,57,18,1,293,233,"29100"
"Lafayette, IN Metro Area",201789,187700,166341,6809,393,10714,45,252,3146,14089,6838,194,109,52,9,5962,925,"29140"
"Lafayette, LA Metro Area",273738,264070,182803,72589,897,3686,60,441,3594,9668,5216,523,71,42,24,3070,722,"29180"
"La Follette, TN Micro Area",40716,40244,39510,117,101,103,10,5,398,472,268,8,5,0,10,146,35,"29220"
"La Grande, OR Micro Area",25748,24746,23407,126,255,204,223,49,482,1002,561,6,34,5,4,284,108,"29260"
"LaGrange, GA Micro Area",67044,64874,40408,22319,134,1054,21,85,853,2170,808,75,34,6,33,1055,159,"29300"
"Lake Charles, LA Metro Area",199607,194508,140168,47609,869,2058,76,515,3213,5099,2892,292,65,21,17,1271,541,"29340"
"Lake City, FL Micro Area",67531,64255,50475,11663,316,611,36,94,1060,3276,2136,155,30,11,6,693,245,"29380"
"Lake Havasu City-Kingman, AZ Metro Area",200186,170617,159378,1715,3793,2016,316,145,3254,29569,14500,167,707,87,25,11844,2239,"29420"
"Lakeland-Winter Haven, FL Metro Area",602095,495563,388769,85336,1658,9567,238,1083,8912,106532,64085,3497,1048,193,122,31764,5823,"29460"
"Lamesa, TX Micro Area",13833,6446,5402,860,28,46,2,13,95,7387,5204,45,71,3,5,1841,218,"29500"
"Lancaster, PA Metro Area",519445,474515,440969,16087,658,9726,108,448,6519,44930,19202,2948,537,134,56,18371,3682,"29540"
"Lancaster, SC Micro Area",76652,73268,53490,18162,214,492,15,120,775,3384,1354,116,21,2,2,1695,194,"29580"
"Lansing-East Lansing, MI Metro Area",464036,435462,363242,40098,1955,17399,113,606,12049,28574,15250,1309,390,124,34,8134,3333,"29620"
"Laramie, WY Micro Area",36299,33097,30796,390,198,1005,17,48,643,3202,1924,32,61,16,4,837,328,"29660"
"Laredo, TX Metro Area",250304,10651,8345,487,95,1320,11,130,263,239653,211856,645,911,144,19,22652,3426,"29700"
"Las Cruces, NM Metro Area",209233,71719,62992,2825,1521,2029,128,329,1895,137514,91997,831,1626,198,57,38356,4449,"29740"
"Las Vegas, NM Micro Area",29393,6810,5781,339,226,175,22,52,215,22583,13802,73,282,53,15,7426,932,"29780"
"Las Vegas-Paradise, NV Metro Area",1951269,1382625,935955,194821,8732,165121,12474,3719,61803,568644,252157,9558,5690,3710,1154,258787,37588,"29820"
"Laurel, MS Micro Area",84823,81488,52287,28020,302,318,7,29,525,3335,1138,103,43,1,13,1843,194,"29860"
"Laurinburg, NC Micro Area",36157,35403,16605,13884,3860,276,7,49,722,754,217,59,74,0,1,336,67,"29900"
"Lawrence, KS Metro Area",110826,105175,90532,4204,2636,4112,59,153,3479,5651,3135,153,315,34,6,1336,672,"29940"
"Lawrenceburg, TN Micro Area",41869,41180,39690,637,142,120,2,12,577,689,360,5,10,1,0,210,103,"29980"
"Lawton, OK Metro Area",124098,110202,73122,20794,6597,2663,635,149,6242,13896,6874,875,669,114,51,3522,1791,"30020"
"Lebanon, MO Micro Area",35571,34852,33596,237,229,148,16,17,609,719,455,4,11,8,2,162,77,"30060"
"Lebanon, NH-VT Micro Area (part); Lebanon, NH-VT Micro Area (part)",174724,172146,164285,1186,526,3281,31,164,2673,2578,1741,79,42,21,1,425,269,"30100"
"Lebanon, PA Metro Area",133568,121158,116010,2134,133,1504,30,111,1236,12410,5556,751,117,29,6,5054,897,"30140"
"Levelland, TX Micro Area",22935,12942,11795,801,83,60,3,39,161,9993,6205,36,124,3,1,3222,402,"30220"
"Lewisburg, PA Micro Area",44947,42601,38311,3048,125,520,21,51,525,2346,1103,276,34,2,3,741,187,"30260"
"Lewisburg, TN Micro Area",30617,29231,26565,1985,100,130,15,28,408,1386,529,18,8,3,4,719,105,"30280"
"Lewiston, ID-WA Metro Area (part); Lewiston, ID-WA Metro Area (part)",60888,59136,54861,201,2346,391,71,25,1241,1752,921,8,162,5,2,399,255,"30300"
"Lewiston-Auburn, ME Metro Area",107702,106033,98931,3858,383,773,29,101,1958,1669,1008,73,26,5,3,356,198,"30340"
"Lewistown, PA Micro Area",46682,46148,45199,282,52,167,6,26,416,534,332,18,0,1,1,117,65,"30380"
"Lexington, NE Micro Area",26370,18575,17418,718,76,139,39,22,163,7795,3544,34,125,5,6,3706,375,"30420"
"Lexington-Fayette, KY Metro Area",472099,444339,372839,50352,922,10701,145,729,8651,27760,11512,723,216,65,48,13356,1840,"30460"
"Lexington Park, MD Micro Area",105151,101179,80402,14831,339,2552,64,119,2872,3972,2234,199,85,44,9,935,466,"30500"
"Liberal, KS Micro Area",22952,9962,8261,687,70,594,31,14,305,12990,7910,87,106,17,12,4457,401,"30580"
"Lima, OH Metro Area",106331,103818,87708,12508,162,725,13,271,2431,2513,1381,131,45,15,2,574,365,"30620"
"Lincoln, IL Micro Area",30305,29412,26586,2243,54,184,5,12,328,893,422,42,6,0,0,359,64,"30660"
"Lincoln, NE Metro Area",302157,285200,256854,9695,1723,9966,133,384,6445,16957,8076,285,470,67,19,6420,1620,"30700"
"Lincolnton, NC Micro Area",78265,73027,67139,4269,222,415,13,89,880,5238,2801,71,28,6,4,1989,339,"30740"
"Little Rock-North Little Rock-Conway, AR Metro Area",699757,666182,487009,154322,2836,10201,237,762,10815,33575,13672,759,429,109,136,16030,2440,"30780"
"Lock Haven, PA Micro Area",39238,38801,37618,612,29,199,15,18,310,437,242,13,5,1,0,153,23,"30820"
"Logan, UT-ID Metro Area (part); Logan, UT-ID Metro Area (part)",125442,113388,108026,624,564,2111,418,102,1543,12054,4435,101,179,26,25,6486,802,"30860"
"Logansport, IN Micro Area",38966,34069,32624,519,100,407,3,48,368,4897,1761,59,99,12,27,2697,242,"30900"
"London, KY Micro Area",58849,58132,56732,405,145,286,2,25,537,717,380,12,30,1,3,232,59,"30940"
"Longview, TX Metro Area",214369,184129,141499,36815,902,1665,52,204,2992,30240,12407,426,375,42,26,15306,1658,"30980"
"Longview, WA Metro Area",102410,94435,87825,572,1361,1472,209,64,2932,7975,3244,70,209,28,23,3511,890,"31020"
"Los Alamos, NM Micro Area",17950,15304,13689,97,111,1060,8,31,308,2646,2076,5,31,11,2,362,159,"31060"
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12828837,7127975,4056820,859086,25102,1858148,30821,30960,267038,5700862,2710537,48532,65858,26521,4627,2545313,299474,"31100"
"Louisville/Jefferson County, KY-IN Metro Area (part); Louisville/Jefferson County, KY-IN Metro Area (part)",1283566,1233178,1012081,173879,2746,19873,605,1854,22140,50388,24595,2228,487,225,105,18799,3949,"31140"
"Lubbock, TX Metro Area",284890,192795,162440,20156,1039,5654,163,292,3051,92095,57863,1005,1036,105,29,28118,3939,"31180"
"Lufkin, TX Micro Area",86771,69626,54889,12840,255,744,9,94,795,17145,7648,195,156,41,4,8372,729,"31260"
"Lumberton, NC Micro Area",134168,123236,36160,32347,50866,971,60,133,2699,10932,2717,290,636,22,26,6539,702,"31300"
"Lynchburg, VA Metro Area",252634,247400,194849,43977,845,3324,64,365,3976,5234,2805,283,59,27,15,1585,460,"31340"
"Macomb, IL Micro Area",32612,31745,28979,1594,52,572,2,27,519,867,497,48,23,8,0,210,81,"31380"
"Macon, GA Metro Area",232293,226629,119766,100479,491,2933,83,267,2610,5664,2338,455,59,46,53,2235,478,"31420"
"Madera-Chowchilla, CA Metro Area",150865,69873,57380,5009,1790,2533,107,649,2405,80992,37076,620,2346,269,55,36731,3895,"31460"
"Madison, IN Micro Area",32428,31673,30463,530,59,211,5,29,376,755,413,12,10,0,1,276,43,"31500"
"Madison, WI Metro Area",568593,537888,476020,25500,1606,23325,174,655,10608,30705,15206,651,437,140,26,11952,2293,"31540"
"Madisonville, KY Micro Area",46920,46186,41940,3069,56,257,15,23,826,734,349,17,9,2,6,266,85,"31580"
"Magnolia, AR Micro Area",24552,24019,14545,9006,62,171,3,23,209,533,151,53,9,6,1,266,47,"31620"
"Malone, NY Micro Area",51599,50093,42640,2834,3753,215,8,76,567,1506,797,293,44,4,2,309,57,"31660"
"Manchester-Nashua, NH Metro Area",400721,379480,351224,7405,742,12898,99,975,6137,21241,10929,893,219,56,41,7301,1802,"31700"
"Manhattan, KS Metro Area",127081,117262,96848,10573,771,4172,393,200,4305,9819,5305,503,169,69,27,2608,1138,"31740"
"Manitowoc, WI Micro Area",81442,78877,75210,412,395,2027,10,51,772,2565,1192,30,55,23,0,1018,247,"31820"
"Mankato-North Mankato, MN Metro Area",96740,93928,88338,2375,216,1676,22,59,1242,2812,1728,33,61,4,1,736,249,"31860"
"Mansfield, OH Metro Area",124475,122743,107726,11612,218,800,32,153,2202,1732,1144,97,22,8,5,286,170,"31900"
"Marble Falls, TX Micro Area",42750,34098,32530,700,169,198,13,44,444,8652,5295,66,121,5,4,2811,350,"31920"
"Marinette, WI-MI Micro Area (part); Marinette, WI-MI Micro Area (part)",65778,64978,62975,174,835,287,16,26,665,800,475,6,51,1,1,205,61,"31940"
"Marion, IN Micro Area",70061,67544,60633,4805,218,408,14,88,1378,2517,1178,83,16,3,3,911,323,"31980"
"Marion, OH Micro Area",66501,64998,59733,3754,97,326,27,56,1005,1503,832,53,16,9,7,460,126,"32020"
"Marion-Herrin, IL Micro Area",66357,65056,60719,2514,206,557,8,56,996,1301,823,26,40,4,0,306,102,"32060"
"Marquette, MI Micro Area",67077,66310,62412,1126,1139,384,11,24,1214,767,499,15,22,1,2,97,131,"32100"
"Marshall, MN Micro Area",25857,24316,22637,575,82,677,6,25,314,1541,723,12,32,2,1,683,88,"32140"
"Marshall, MO Micro Area",23370,21445,19441,1217,49,123,152,21,442,1925,694,18,26,1,6,1060,120,"32180"
"Marshall, TX Micro Area",65631,58377,42654,14303,277,331,26,52,734,7254,2366,95,170,8,5,4225,385,"32220"
"Marshalltown, IA Micro Area",40648,33631,31807,629,104,526,39,33,493,7017,4264,50,82,10,11,2263,337,"32260"
"Marshfield-Wisconsin Rapids, WI Micro Area",74749,73069,70177,382,539,1304,8,29,630,1680,871,11,48,15,1,564,170,"32270"
"Martin, TN Micro Area",35021,34321,30696,2717,89,365,6,18,430,700,428,19,12,3,2,182,54,"32280"
"Martinsville, VA Micro Area",67972,64875,45444,17977,96,363,2,53,940,3097,946,77,28,3,3,1871,169,"32300"
"Maryville, MO Micro Area",23370,23068,21881,563,41,377,3,11,192,302,202,3,4,1,0,67,25,"32340"
"Mason City, IA Micro Area",51749,49908,48211,576,78,392,8,20,623,1841,1188,29,27,9,1,427,160,"32380"
"Mayfield, KY Micro Area",37121,35022,32608,1597,70,124,11,27,585,2099,960,10,21,0,9,1004,95,"32460"
"Maysville, KY Micro Area",31360,31034,29336,1152,60,107,1,24,354,326,176,5,3,2,0,101,39,"32500"
"McAlester, OK Micro Area",45837,44051,32959,1497,6148,185,19,13,3230,1786,786,28,162,4,1,564,241,"32540"
"McAllen-Edinburg-Mission, TX Metro Area",774769,72563,60553,2777,524,7122,49,348,1190,702206,621096,1792,2065,356,45,67780,9072,"32580"
"McComb, MS Micro Area",53535,52936,26080,26136,133,241,3,12,331,599,239,104,5,3,7,193,48,"32620"
"McMinnville, TN Micro Area",39839,36615,34739,1085,95,190,12,32,462,3224,911,57,14,0,1,2049,192,"32660"
"McPherson, KS Micro Area",29180,28155,27176,279,91,144,19,17,429,1025,587,15,19,3,2,329,70,"32700"
"Meadville, PA Micro Area",88765,87942,84930,1503,150,397,13,27,922,823,518,44,12,6,6,143,94,"32740"
"Medford, OR Metro Area",203206,181461,170023,1227,1874,2304,562,229,5242,21745,10149,145,512,60,33,8971,1875,"32780"
"Memphis, TN-MS-AR Metro Area (part); Memphis, TN-MS-AR Metro Area (part); Memphis, TN-MS-AR Metro Area (part)",1316100,1250705,608449,598629,2733,24298,420,1383,14793,65395,22266,2414,627,181,193,36021,3693,"32820"
"Menomonie, WI Micro Area",43857,43231,41225,215,152,1141,15,13,470,626,320,5,16,2,0,215,68,"32860"
"Merced, CA Metro Area",255793,115308,81599,8785,1126,18183,476,439,4700,140485,66782,1141,2347,653,107,62226,7229,"32900"
"Meridian, MS Micro Area",107449,105817,57651,46180,584,608,18,73,703,1632,736,197,39,11,13,498,138,"32940"
"Merrill, WI Micro Area",28743,28403,27763,152,89,124,10,14,251,340,166,5,11,0,0,117,41,"32980"
"Mexico, MO Micro Area",25529,24864,22613,1637,81,115,4,16,398,665,318,9,10,0,4,282,42,"33020"
"Miami, OK Micro Area",31848,30349,21454,234,5893,158,297,30,2283,1499,515,11,114,0,2,726,131,"33060"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5564635,3251706,1937939,1096536,7579,122082,1741,18184,67645,2312929,1976300,72649,8529,3482,615,178999,72355,"33100"
"Michigan City-La Porte, IN Metro Area",111467,105374,90695,11835,246,570,13,97,1918,6093,3092,166,60,13,8,2129,625,"33140"
"Middlesborough, KY Micro Area",28691,28493,27297,633,48,77,3,13,422,198,118,11,1,1,10,42,15,"33180"
"Midland, MI Micro Area",83629,81925,77846,983,336,1555,46,57,1102,1704,1217,30,33,1,0,266,157,"33220"
"Midland, TX Metro Area",136872,85272,72822,8675,552,1639,42,211,1331,51600,32480,412,461,76,12,16220,1939,"33260"
"Milledgeville, GA Micro Area",55149,54091,26916,25825,106,627,19,55,543,1058,505,123,27,2,1,330,70,"33300"
"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1408405,1073109,255779,6594,45588,455,1496,25384,147503,73837,5231,1889,479,89,55509,10469,"33340"
"Minden, LA Micro Area",41207,40537,26067,13756,138,116,8,20,432,670,402,67,12,4,0,136,49,"33380"
"Mineral Wells, TX Micro Area",28111,23126,21958,597,135,132,11,13,280,4985,2539,24,67,2,3,2124,226,"33420"
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part)",3279833,3103550,2578117,238893,19139,187047,1193,4850,74311,176283,78436,4521,3587,971,190,72141,16437,"33460"
"Minot, ND Micro Area",69540,67567,62336,1479,1570,571,76,34,1501,1973,1076,73,100,33,8,417,266,"33500"
"Missoula, MT Metro Area",109299,106438,99489,412,2641,1220,103,97,2476,2861,1831,33,231,16,2,381,367,"33540"
"Mitchell, SD Micro Area",22835,22526,21575,71,483,102,10,8,277,309,131,11,18,2,3,98,46,"33580"
"Moberly, MO Micro Area",25414,25001,22865,1477,66,105,3,10,475,413,268,13,8,1,0,63,60,"33620"
"Mobile, AL Metro Area",412992,403056,243904,142272,3541,7507,157,428,5247,9936,4743,720,140,54,47,3457,775,"33660"
"Modesto, CA Metro Area",514453,298795,240423,13065,2870,24712,3016,842,13867,215658,96919,1656,3032,1378,385,98368,13920,"33700"
"Monroe, LA Metro Area",176441,172738,106971,62099,400,1460,57,96,1655,3703,1595,299,39,27,11,1469,263,"33740"
"Monroe, MI Metro Area",152021,147354,140609,3144,397,837,24,78,2265,4667,2867,93,70,5,2,1200,430,"33780"
"Monroe, WI Micro Area",36842,35809,35113,137,50,197,9,15,288,1033,480,3,15,1,2,475,57,"33820"
"Montgomery, AL Metro Area",374536,362696,192543,158620,1031,5787,156,310,4249,11840,4282,710,100,40,110,5868,730,"33860"
"Montrose, CO Micro Area",41276,33149,31989,118,204,236,24,59,519,8127,3815,44,242,19,1,3525,481,"33940"
"Morehead City, NC Micro Area",66469,64228,58101,3986,283,576,63,97,1122,2241,1245,55,33,4,4,715,185,"33980"
"Morgan City, LA Micro Area",54650,51730,31267,17648,933,935,11,83,853,2920,1139,117,61,13,18,1350,222,"34020"
"Morgantown, WV Metro Area",129709,127788,118855,3796,193,2977,52,106,1809,1921,1357,61,15,12,6,314,156,"34060"
"Morristown, TN Metro Area",136608,127748,121337,3526,288,684,81,115,1717,8860,3375,156,137,19,6,4720,447,"34100"
"Moscow, ID Micro Area",37244,35918,33746,288,218,773,45,46,802,1326,811,5,19,8,7,329,147,"34140"
"Moses Lake, WA Micro Area",89120,54957,51066,710,779,783,54,95,1470,34163,13840,280,309,27,17,18059,1631,"34180"
"Moultrie, GA Micro Area",45498,37735,26759,10143,100,289,12,42,390,7763,2682,67,118,5,7,4626,258,"34220"
"Mountain Home, AR Micro Area",41513,40825,39837,59,217,163,16,14,519,688,394,8,15,6,1,179,85,"34260"
"Mountain Home, ID Micro Area",27038,22920,20305,696,224,748,101,52,794,4118,1908,37,46,20,4,1778,325,"34300"
"Mount Airy, NC Micro Area",73673,66518,62611,2644,173,339,9,58,684,7155,2315,105,46,8,9,4352,320,"34340"
"Mount Pleasant, MI Micro Area",70311,68114,61514,1643,2161,1141,14,40,1601,2197,1183,33,253,7,4,369,348,"34380"
"Mount Pleasant, TX Micro Area",32334,19535,15904,3000,125,229,9,23,245,12799,5944,91,229,8,7,6011,509,"34420"
"Mount Sterling, KY Micro Area",44396,43528,41901,976,64,107,8,52,420,868,393,23,19,1,6,340,86,"34460"
"Mount Vernon, IL Micro Area",47284,46380,42153,3225,79,265,7,44,607,904,467,57,26,0,1,277,76,"34500"
"Mount Vernon, OH Micro Area",60921,60184,58498,485,116,348,16,52,669,737,435,11,7,2,0,210,72,"34540"
"Mount Vernon-Anacortes, WA Metro Area",116901,97192,89694,640,2038,2025,180,159,2456,19709,7754,134,478,55,46,9959,1283,"34580"
"Muncie, IN Metro Area",117671,115583,103721,8051,255,1128,56,189,2183,2088,1151,95,47,16,4,485,290,"34620"
"Murray, KY Micro Area",37191,36301,33672,1375,67,650,7,31,499,890,536,17,20,7,4,248,58,"34660"
"Muscatine, IA Micro Area",54132,45532,43827,597,102,435,20,48,503,8600,4506,69,64,17,1,3460,483,"34700"
"Muskegon-Norton Shores, MI Metro Area",172188,163927,133132,24599,1240,919,18,122,3897,8261,4547,283,167,22,10,2240,992,"34740"
"Muskogee, OK Micro Area",70990,67302,41362,7960,12137,381,20,24,5418,3688,1105,70,266,15,4,1805,423,"34780"
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",269291,252608,208096,35753,1075,2774,232,395,4283,16683,6975,449,204,42,73,7971,969,"34820"
"Nacogdoches, TX Micro Area",64524,53168,39699,11573,230,775,15,54,822,11356,4550,158,135,22,10,6013,468,"34860"
"Napa, CA Metro Area",136484,92474,76967,2440,544,8986,313,221,3003,44010,20558,228,514,237,59,19837,2577,"34900"
"Naples-Marco Island, FL Metro Area",321520,238343,211156,19898,609,3390,72,431,2787,83177,58440,1189,514,117,53,19489,3375,"34940"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1589934,1484567,1176069,239849,3998,35974,674,2186,25817,105367,45882,2415,1184,332,183,48526,6845,"34980"
"Natchez, MS-LA Micro Area (part); Natchez, MS-LA Micro Area (part)",53119,50760,24314,25653,138,175,7,35,438,2359,1438,147,31,1,1,554,187,"35020"
"Natchitoches, LA Micro Area",39566,38831,21109,16296,340,134,8,201,743,735,385,66,36,0,3,143,102,"35060"
"New Bern, NC Micro Area",126802,119720,85470,28762,543,2138,118,143,2546,7082,3398,352,95,43,30,2571,593,"35100"
"Newberry, SC Micro Area",37508,34818,22690,11533,99,116,10,36,334,2690,611,93,31,6,25,1822,102,"35140"
"New Castle, IN Micro Area",49462,48771,46933,1064,63,154,5,34,518,691,418,6,9,2,0,184,72,"35220"
"New Castle, PA Micro Area",91108,90177,84872,3448,54,365,9,69,1360,931,612,53,20,5,1,127,113,"35260"
"New Haven-Milford, CT Metro Area",862477,732734,582384,101763,1421,29933,196,2764,14273,129743,62360,8087,1076,330,138,49217,8535,"35300"
"New Iberia, LA Micro Area",73240,70941,44502,23280,252,1745,18,146,998,2299,1049,155,17,9,2,928,139,"35340"
"New Orleans-Metairie-Kenner, LA Metro Area",1167764,1075842,628878,392586,4304,31490,362,2863,15359,91922,50895,4509,888,318,140,27967,7205,"35380"
"New Philadelphia-Dover, OH Micro Area",92582,90815,88614,696,133,286,72,40,974,1767,779,23,99,3,103,600,160,"35420"
"Newport, TN Micro Area",35662,35034,33598,659,113,105,19,11,529,628,313,10,23,5,5,198,74,"35460"
"Newton, IA Micro Area",36842,36305,35284,464,101,163,8,2,283,537,355,6,2,0,0,131,43,"35500"
"New Ulm, MN Micro Area",25893,25033,24662,56,19,152,2,0,142,860,583,5,2,1,0,228,41,"35580"
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part)",18897109,14569549,9233812,3044096,31377,1860840,4859,93753,300812,4327560,1943852,318520,61255,17421,3729,1670891,311892,"35620"
"Niles-Benton Harbor, MI Metro Area",156813,149759,119389,23766,765,2410,115,152,3162,7054,3415,271,69,41,3,2671,584,"35660"
"Nogales, AZ Micro Area",47420,8147,7564,89,115,235,7,19,118,39273,27271,90,213,20,8,10836,835,"35700"
"Norfolk, NE Micro Area",48271,43393,41889,456,377,175,10,25,461,4878,1824,43,65,10,6,2673,257,"35740"
"North Platte, NE Micro Area",37590,34973,34008,238,169,193,5,19,341,2617,1501,27,52,7,1,836,193,"35820"
"North Port-Bradenton-Sarasota, FL Metro Area",702281,624293,558928,44264,1275,10021,270,1066,8469,77988,47484,1781,714,157,82,23750,4020,"35840"
"North Vernon, IN Micro Area",28525,27954,27361,206,30,62,0,12,283,571,250,10,0,0,0,261,50,"35860"
"North Wilkesboro, NC Micro Area",69340,65568,61587,2785,110,295,15,67,709,3772,1237,45,23,1,5,2245,216,"35900"
"Norwalk, OH Micro Area",59626,56293,54649,560,116,170,10,22,766,3333,1907,54,11,5,0,1160,196,"35940"
"Norwich-New London, CT Metro Area",274055,250841,214605,14488,2077,11248,159,586,7678,23214,10608,1537,428,135,21,8136,2349,"35980"
"Oak Harbor, WA Micro Area",78506,74211,65209,1641,561,3377,370,110,2943,4295,2402,75,97,63,20,1071,567,"36020"
"Oak Hill, WV Micro Area",46039,45637,42763,2097,91,89,5,19,573,402,263,25,1,2,0,65,46,"36060"
"Ocala, FL Metro Area",331298,295161,245136,39337,983,4337,121,647,4600,36137,23148,1491,326,70,23,8865,2214,"36100"
"Ocean City, NJ Metro Area",97265,91211,84522,4244,143,818,32,85,1367,6054,2847,321,62,16,4,2314,490,"36140"
"Ocean Pines, MD Micro Area",51454,49832,41331,6973,126,569,10,78,745,1622,863,49,19,4,1,554,132,"36180"
"Odessa, TX Metro Area",137130,64799,56306,5596,623,1004,106,68,1096,72331,48347,545,728,76,13,20316,2306,"36220"
"Ogden-Clearfield, UT Metro Area",547184,482494,452785,6198,2375,8062,2347,614,10113,64690,29506,656,969,299,90,28055,5115,"36260"
"Ogdensburg-Massena, NY Micro Area",111944,109798,103943,2259,1051,1074,26,111,1334,2146,1121,161,84,11,10,559,200,"36300"
"Oil City, PA Micro Area",54984,54506,53052,567,81,196,10,18,582,478,338,4,4,1,1,90,40,"36340"
"Okeechobee, FL Micro Area",39996,30435,26258,3117,287,345,25,28,375,9561,4751,86,93,6,4,4245,376,"36380"
"Oklahoma City, OK Metro Area",1252987,1110945,845104,128174,47462,34808,934,1265,53198,142042,55626,2423,3841,410,181,68114,11447,"36420"
"Olean, NY Micro Area",80317,78972,73849,966,2361,524,14,36,1222,1345,790,58,82,4,1,269,141,"36460"
"Olympia, WA Metro Area",252264,234477,199019,6420,3009,12820,1869,417,10923,17787,8837,332,506,217,92,5231,2572,"36500"
