"NAME","P0050001","FIPS"
"Houston-Sugar Land-Baytown, TX Metro Area",5946800,"26420"
"Hudson, NY Micro Area",63096,"26460"
"Humboldt, TN Micro Area",49683,"26480"
"Huntingdon, PA Micro Area",45913,"26500"
"Huntington, IN Micro Area",37124,"26540"
"Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part); Huntington-Ashland, WV-KY-OH Metro Area (part)",287702,"26580"
"Huntsville, AL Metro Area",417593,"26620"
"Huntsville, TX Micro Area",67861,"26660"
"Huron, SD Micro Area",17398,"26700"
"Hutchinson, KS Micro Area",64511,"26740"
"Hutchinson, MN Micro Area",36651,"26780"
"Idaho Falls, ID Metro Area",130374,"26820"
"Indiana, PA Micro Area",88880,"26860"
"Indianapolis-Carmel, IN Metro Area",1756241,"26900"
"Indianola, MS Micro Area",29450,"26940"
"Iowa City, IA Metro Area",152586,"26980"
"Iron Mountain, MI-WI Micro Area (part); Iron Mountain, MI-WI Micro Area (part)",30591,"27020"
"Ithaca, NY Metro Area",101564,"27060"
"Jackson, MI Metro Area",160248,"27100"
"Jackson, MS Metro Area",539057,"27140"
"Jackson, TN Metro Area",115425,"27180"
"Jackson, WY-ID Micro Area (part); Jackson, WY-ID Micro Area (part)",31464,"27220"
"Jacksonville, FL Metro Area",1345596,"27260"
"Jacksonville, IL Micro Area",40902,"27300"
"Jacksonville, NC Metro Area",177772,"27340"
"Jacksonville, TX Micro Area",50845,"27380"
"Jamestown, ND Micro Area",21100,"27420"
"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,"27460"
"Janesville, WI Metro Area",160331,"27500"
"Jasper, IN Micro Area",54734,"27540"
"Jefferson City, MO Metro Area",149807,"27620"
"Jennings, LA Micro Area",31594,"27660"
"Jesup, GA Micro Area",30099,"27700"
"Johnson City, TN Metro Area",198716,"27740"
"Johnstown, PA Metro Area",143679,"27780"
"Jonesboro, AR Metro Area",121026,"27860"
"Joplin, MO Metro Area",175518,"27900"
"Juneau, AK Micro Area",31275,"27940"
"Kahului-Wailuku, HI Micro Area",154834,"27980"
"Kalamazoo-Portage, MI Metro Area",326589,"28020"
"Kalispell, MT Micro Area",90928,"28060"
"Kankakee-Bradley, IL Metro Area",113449,"28100"
"Kansas City, MO-KS Metro Area (part); Kansas City, MO-KS Metro Area (part)",2035334,"28140"
"Kapaa, HI Micro Area",67091,"28180"
"Kearney, NE Micro Area",52591,"28260"
"Keene, NH Micro Area",77117,"28300"
"Kendallville, IN Micro Area",47536,"28340"
"Kennett, MO Micro Area",31953,"28380"
"Kennewick-Pasco-Richland, WA Metro Area",253340,"28420"
"Kerrville, TX Micro Area",49625,"28500"
"Ketchikan, AK Micro Area",13477,"28540"
"Key West, FL Micro Area",73090,"28580"
"Kill Devil Hills, NC Micro Area",33920,"28620"
"Killeen-Temple-Fort Hood, TX Metro Area",405300,"28660"
"Kingsport-Bristol-Bristol, TN-VA Metro Area (part); Kingsport-Bristol-Bristol, TN-VA Metro Area (part)",309544,"28700"
"Kingston, NY Metro Area",182493,"28740"
"Kingsville, TX Micro Area",32477,"28780"
"Kinston, NC Micro Area",59495,"28820"
"Kirksville, MO Micro Area",30038,"28860"
"Klamath Falls, OR Micro Area",66380,"28900"
"Knoxville, TN Metro Area",698030,"28940"
"Kodiak, AK Micro Area",13592,"28980"
"Kokomo, IN Metro Area",98688,"29020"
"Laconia, NH Micro Area",60088,"29060"
"La Crosse, WI-MN Metro Area (part); La Crosse, WI-MN Metro Area (part)",133665,"29100"
"Lafayette, IN Metro Area",201789,"29140"
"Lafayette, LA Metro Area",273738,"29180"
"La Follette, TN Micro Area",40716,"29220"
"La Grande, OR Micro Area",25748,"29260"
"LaGrange, GA Micro Area",67044,"29300"
"Lake Charles, LA Metro Area",199607,"29340"
"Lake City, FL Micro Area",67531,"29380"
"Lake Havasu City-Kingman, AZ Metro Area",200186,"29420"
"Lakeland-Winter Haven, FL Metro Area",602095,"29460"
"Lamesa, TX Micro Area",13833,"29500"
"Lancaster, PA Metro Area",519445,"29540"
"Lancaster, SC Micro Area",76652,"29580"
"Lansing-East Lansing, MI Metro Area",464036,"29620"
"Laramie, WY Micro Area",36299,"29660"
"Laredo, TX Metro Area",250304,"29700"
"Las Cruces, NM Metro Area",209233,"29740"
"Las Vegas, NM Micro Area",29393,"29780"
"Las Vegas-Paradise, NV Metro Area",1951269,"29820"
"Laurel, MS Micro Area",84823,"29860"
"Laurinburg, NC Micro Area",36157,"29900"
"Lawrence, KS Metro Area",110826,"29940"
"Lawrenceburg, TN Micro Area",41869,"29980"
"Lawton, OK Metro Area",124098,"30020"
