"NAME","P0050001","FIPS"
"Crawford County",12630,"13079"
"Crisp County",23439,"13081"
"Dade County",16633,"13083"
"Dawson County",22330,"13085"
"Decatur County",27842,"13087"
"DeKalb County",691893,"13089"
"Dodge County",21796,"13091"
"Dooly County",14918,"13093"
"Dougherty County",94565,"13095"
"Douglas County",132403,"13097"
"Early County",11008,"13099"
"Echols County",4034,"13101"
"Effingham County",52250,"13103"
"Elbert County",20166,"13105"
"Emanuel County",22598,"13107"
"Evans County",11000,"13109"
"Fannin County",23682,"13111"
"Fayette County",106567,"13113"
"Floyd County",96317,"13115"
"Forsyth County",175511,"13117"
"Franklin County",22084,"13119"
"Fulton County",920581,"13121"
"Gilmer County",28292,"13123"
"Glascock County",3082,"13125"
"Glynn County",79626,"13127"
"Gordon County",55186,"13129"
"Grady County",25011,"13131"
"Greene County",15994,"13133"
"Gwinnett County",805321,"13135"
"Habersham County",43041,"13137"
"Hall County",179684,"13139"
"Hancock County",9429,"13141"
"Haralson County",28780,"13143"
"Harris County",32024,"13145"
"Hart County",25213,"13147"
"Heard County",11834,"13149"
"Henry County",203922,"13151"
"Houston County",139900,"13153"
"Irwin County",9538,"13155"
"Jackson County",60485,"13157"
"Jasper County",13900,"13159"
"Jeff Davis County",15068,"13161"
"Jefferson County",16930,"13163"
"Jenkins County",8340,"13165"
"Johnson County",9980,"13167"
"Jones County",28669,"13169"
"Lamar County",18317,"13171"
"Lanier County",10078,"13173"
"Laurens County",48434,"13175"
"Lee County",28298,"13177"
"Liberty County",63453,"13179"
"Lincoln County",7996,"13181"
"Long County",14464,"13183"
"Lowndes County",109233,"13185"
"Lumpkin County",29966,"13187"
"McDuffie County",21875,"13189"
"McIntosh County",14333,"13191"
"Macon County",14740,"13193"
"Madison County",28120,"13195"
"Marion County",8742,"13197"
"Meriwether County",21992,"13199"
"Miller County",6125,"13201"
"Mitchell County",23498,"13205"
"Monroe County",26424,"13207"
"Montgomery County",9123,"13209"
"Morgan County",17868,"13211"
"Murray County",39628,"13213"
"Muscogee County",189885,"13215"
"Newton County",99958,"13217"
"Oconee County",32808,"13219"
"Oglethorpe County",14899,"13221"
"Paulding County",142324,"13223"
"Peach County",27695,"13225"
"Pickens County",29431,"13227"
"Pierce County",18758,"13229"
"Pike County",17869,"13231"
"Polk County",41475,"13233"
"Pulaski County",12010,"13235"
"Putnam County",21218,"13237"
"Quitman County",2513,"13239"
"Rabun County",16276,"13241"
"Randolph County",7719,"13243"
"Richmond County",200549,"13245"
"Rockdale County",85215,"13247"
"Schley County",5010,"13249"
"Screven County",14593,"13251"
"Seminole County",8729,"13253"
"Spalding County",64073,"13255"
"Stephens County",26175,"13257"
"Stewart County",6058,"13259"
"Sumter County",32819,"13261"
"Talbot County",6865,"13263"
"Taliaferro County",1717,"13265"
"Tattnall County",25520,"13267"
"Taylor County",8906,"13269"
"Telfair County",16500,"13271"
"Terrell County",9315,"13273"
"Thomas County",44720,"13275"
"Tift County",40118,"13277"
"Toombs County",27223,"13279"
"Towns County",10471,"13281"
"Treutlen County",6885,"13283"
"Troup County",67044,"13285"
"Turner County",8930,"13287"
"Twiggs County",9023,"13289"
"Union County",21356,"13291"
"Upson County",27153,"13293"
"Walker County",68756,"13295"
"Walton County",83768,"13297"
"Ware County",36312,"13299"
"Warren County",5834,"13301"
"Washington County",21187,"13303"
"Wayne County",30099,"13305"
"Webster County",2799,"13307"
"Wheeler County",7421,"13309"
"White County",27144,"13311"
"Whitfield County",102599,"13313"
"Wilcox County",9255,"13315"
"Wilkes County",10593,"13317"
"Wilkinson County",9563,"13319"
"Worth County",21679,"13321"
"Hawaii County",185079,"15001"
"Honolulu County",953207,"15003"
"Kalawao County",90,"15005"
"Kauai County",67091,"15007"
"Maui County",154834,"15009"
"Ada County",392365,"16001"
"Adams County",3976,"16003"
"Bannock County",82839,"16005"
"Bear Lake County",5986,"16007"
"Benewah County",9285,"16009"
"Bingham County",45607,"16011"
"Blaine County",21376,"16013"
"Boise County",7028,"16015"
"Bonner County",40877,"16017"
"Bonneville County",104234,"16019"
"Boundary County",10972,"16021"
"Butte County",2891,"16023"
"Camas County",1117,"16025"
"Canyon County",188923,"16027"
"Caribou County",6963,"16029"
"Cassia County",22952,"16031"
"Clark County",982,"16033"
"Clearwater County",8761,"16035"
"Custer County",4368,"16037"
"Elmore County",27038,"16039"
"Franklin County",12786,"16041"
"Fremont County",13242,"16043"
"Gem County",16719,"16045"
"Gooding County",15464,"16047"
"Idaho County",16267,"16049"
"Jefferson County",26140,"16051"
"Jerome County",22374,"16053"
"Kootenai County",138494,"16055"
"Latah County",37244,"16057"
"Lemhi County",7936,"16059"
"Lewis County",3821,"16061"
"Lincoln County",5208,"16063"
"Madison County",37536,"16065"
"Minidoka County",20069,"16067"
"Nez Perce County",39265,"16069"
"Oneida County",4286,"16071"
"Owyhee County",11526,"16073"
"Payette County",22623,"16075"
"Power County",7817,"16077"
"Shoshone County",12765,"16079"
"Teton County",10170,"16081"
"Twin Falls County",77230,"16083"
"Valley County",9862,"16085"
"Washington County",10198,"16087"
"Adams County",67103,"17001"
"Alexander County",8238,"17003"
"Bond County",17768,"17005"
"Boone County",54165,"17007"
"Brown County",6937,"17009"
"Bureau County",34978,"17011"
"Calhoun County",5089,"17013"
"Carroll County",15387,"17015"
"Cass County",13642,"17017"
"Champaign County",201081,"17019"
"Christian County",34800,"17021"
"Clark County",16335,"17023"
"Clay County",13815,"17025"
"Clinton County",37762,"17027"
"Coles County",53873,"17029"
"Cook County",5194675,"17031"
"Crawford County",19817,"17033"
"Cumberland County",11048,"17035"
"DeKalb County",105160,"17037"
"De Witt County",16561,"17039"
"Douglas County",19980,"17041"
"DuPage County",916924,"17043"
"Edgar County",18576,"17045"
"Edwards County",6721,"17047"
"Effingham County",34242,"17049"
"Fayette County",22140,"17051"
"Ford County",14081,"17053"
"Franklin County",39561,"17055"
"Fulton County",37069,"17057"
"Gallatin County",5589,"17059"
"Greene County",13886,"17061"
"Grundy County",50063,"17063"
"Hamilton County",8457,"17065"
"Hancock County",19104,"17067"
"Hardin County",4320,"17069"
"Henderson County",7331,"17071"
"Henry County",50486,"17073"
"Iroquois County",29718,"17075"
"Jackson County",60218,"17077"
"Jasper County",9698,"17079"
"Jefferson County",38827,"17081"
"Jersey County",22985,"17083"
"Jo Daviess County",22678,"17085"
"Johnson County",12582,"17087"
"Kane County",515269,"17089"
"Kankakee County",113449,"17091"
"Kendall County",114736,"17093"
"Knox County",52919,"17095"
"Lake County",703462,"17097"
"LaSalle County",113924,"17099"
"Lawrence County",16833,"17101"
"Lee County",36031,"17103"
"Livingston County",38950,"17105"
"Logan County",30305,"17107"
"McDonough County",32612,"17109"
"McHenry County",308760,"17111"
"McLean County",169572,"17113"
"Macon County",110768,"17115"
"Macoupin County",47765,"17117"
"Madison County",269282,"17119"
"Marion County",39437,"17121"
"Marshall County",12640,"17123"
"Mason County",14666,"17125"
"Massac County",15429,"17127"
"Menard County",12705,"17129"
"Mercer County",16434,"17131"
"Monroe County",32957,"17133"
"Montgomery County",30104,"17135"
"Morgan County",35547,"17137"
"Moultrie County",14846,"17139"
"Ogle County",53497,"17141"
"Peoria County",186494,"17143"
"Perry County",22350,"17145"
"Piatt County",16729,"17147"
"Pike County",16430,"17149"
"Pope County",4470,"17151"
"Pulaski County",6161,"17153"
"Putnam County",6006,"17155"
"Randolph County",33476,"17157"
"Richland County",16233,"17159"
"Rock Island County",147546,"17161"
"St. Clair County",270056,"17163"
"Saline County",24913,"17165"
